<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:14bf7e557fffc833ac919728d245cb54a813678ab0e8572b67424d2603e9fb41
size 138746
=======
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Achalda,01/01/2015,125,Desi,550,700,630
,02/01/2015,95,Desi,600,750,675
,03/01/2015,100,Desi,550,750,650
,06/01/2015,95,Desi,550,700,630
,07/01/2015,80,Desi,600,700,650
,08/01/2015,100,Desi,580,700,625
,09/01/2015,50,Desi,600,725,655
,10/01/2015,40,Desi,600,750,670
,12/01/2015,55,Desi,550,700,600
,13/01/2015,40,Desi,575,700,640
,14/01/2015,50,Desi,575,680,610
,15/01/2015,70,Desi,500,650,575
,16/01/2015,60,Desi,570,700,625
,17/01/2015,45,Desi,600,700,655
,19/01/2015,70,Desi,550,700,615
,20/01/2015,50,Desi,600,680,640
,21/01/2015,40,Desi,600,700,665
,22/01/2015,55,Desi,550,700,630
,23/01/2015,40,Desi,500,750,650
,24/01/2015,65,Desi,550,675,625
,27/01/2015,70,Desi,500,700,600
,28/01/2015,50,Desi,575,680,620
,29/01/2015,70,Desi,550,650,600
,30/01/2015,80,Desi,500,600,550
Achnera,29/01/2015,100,Desi,540,580,560
,30/01/2015,480,Desi,580,620,600
,31/01/2015,145,Desi,550,590,570
Agra,02/01/2015,1500,Desi,600,750,680
,03/01/2015,1430,Desi,700,800,750
,05/01/2015,1420,Desi,710,850,780
,07/01/2015,1420,Desi,720,850,790
,08/01/2015,1460,Desi,NR,NR,720
,12/01/2015,1550,Desi,600,700,640
,13/01/2015,1650,Desi,530,630,580
,14/01/2015,1730,Desi,500,600,540
,15/01/2015,1600,Local,550,650,600
,16/01/2015,1580,Desi,550,650,610
,17/01/2015,1600,Desi,520,620,575
,19/01/2015,1650,Desi,510,610,560
,20/01/2015,1640,Desi,500,620,570
,21/01/2015,1700,Desi,500,610,560
,22/01/2015,1630,Desi,550,625,600
,23/01/2015,1600,Desi,550,680,610
,27/01/2015,1460,Desi,600,700,650
,28/01/2015,1550,Desi,580,690,630
,29/01/2015,1600,Desi,550,650,600
,30/01/2015,1620,Desi,540,630,590
,31/01/2015,1680,Desi,550,650,610
Ahirora,29/01/2015,35,Other,NR,NR,665
Ajuha,01/01/2015,135,Desi,NR,NR,650
,05/01/2015,146,Desi,NR,NR,665
,08/01/2015,142,Desi,NR,NR,660
,12/01/2015,159,Desi,NR,NR,640
,15/01/2015,126.5,Desi,NR,NR,640
,19/01/2015,165.5,Desi,NR,NR,620
,22/01/2015,152,Desi,NR,NR,635
,29/01/2015,149,Desi,NR,NR,670
Akbarpur,19/01/2015,86.5,Other,570,650,610
,20/01/2015,52,Potato,570,650,610
,21/01/2015,85,Potato,565,655,610
,22/01/2015,89,Potato,575,625,600
,23/01/2015,77,Potato,550,650,600
,27/01/2015,32,Potato,600,700,650
,28/01/2015,68,Potato,600,700,650
,29/01/2015,85,Potato,600,700,650
,30/01/2015,77,Potato,600,700,650
Aligarh,01/01/2015,350,Desi,600,700,650
,02/01/2015,400,Desi,600,700,670
,03/01/2015,370,Desi,620,710,680
,05/01/2015,350,Desi,630,720,700
,06/01/2015,370,Desi,630,720,700
,07/01/2015,350,Desi,650,720,690
,08/01/2015,400,Desi,640,710,680
,09/01/2015,400,Desi,580,625,600
,10/01/2015,400,Desi,580,630,610
,12/01/2015,370,Desi,580,620,600
,13/01/2015,400,Desi,570,610,580
,14/01/2015,350,Desi,520,600,570
,15/01/2015,360,Desi,500,600,560
,16/01/2015,400,Desi,500,600,570
,17/01/2015,400,Desi,550,600,580
,19/01/2015,370,Desi,540,600,570
,20/01/2015,400,Desi,520,580,550
,21/01/2015,350,Desi,520,600,560
,22/01/2015,400,Desi,540,600,570
,23/01/2015,300,Desi,580,620,600
,24/01/2015,250,Desi,575,620,590
,26/01/2015,230,Desi,620,670,650
,27/01/2015,220,Desi,640,680,660
,28/01/2015,250,Desi,630,680,650
,29/01/2015,300,Desi,600,680,640
,30/01/2015,310,Desi,620,670,650
Allahabad,01/01/2015,1200,Local,NR,NR,675
,02/01/2015,200,Local,NR,NR,680
,03/01/2015,1600, ,NR,NR,NR
,05/01/2015,80,Desi,NR,NR,715
,06/01/2015,1400,Local,NR,NR,715
,07/01/2015,1500,Local,NR,NR,715
,08/01/2015,1600,Local,NR,NR,700
,09/01/2015,1500,Local,NR,NR,700
,10/01/2015,1200,Desi,NR,NR,700
,12/01/2015,1650,Local,NR,NR,680
,13/01/2015,1400,Local,NR,NR,680
,14/01/2015,1450,Local,NR,NR,675
,15/01/2015,1500,Local,NR,NR,670
,16/01/2015,1350,Local,NR,NR,670
,17/01/2015,1600,Local,NR,NR,670
,19/01/2015,1800,Local,NR,NR,625
,20/01/2015,1500,Local,NR,NR,600
,21/01/2015,1700,Local,NR,NR,600
,22/01/2015,1600,Local,NR,NR,580
,23/01/2015,150,Local,NR,NR,580
,24/01/2015,50,Local,NR,NR,580
,27/01/2015,120,Local,NR,NR,600
,28/01/2015,117.5,Local,NR,NR,675
,29/01/2015,1200,Local,NR,NR,675
,30/01/2015,1000,Local,NR,NR,680
,31/01/2015,1100,Local,NR,NR,680
Amroha,31/01/2015,70,F.A.Q.,NR,NR,500
Anandnagar,02/01/2015,30,Potato,750,900,850
,04/01/2015,20,Potato,700,850,750
,07/01/2015,50,Potato,700,850,750
,10/01/2015,40,Potato,700,850,750
,14/01/2015,50,Potato,650,800,700
,18/01/2015,40,Potato,650,750,690
,19/01/2015,40,Potato,680,720,700
,20/01/2015,40,Potato,650,800,700
,21/01/2015,45,Potato,650,750,700
,22/01/2015,60,Potato,650,750,700
