<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:9d55da8051e1e9e1aabadd36c514577c6f2d809d2697751fa399dfdf051eb333
size 132961
=======
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Achalda,02/02/2015,80,Desi,500,600,540
,04/02/2015,60,Desi,500,620,580
,05/02/2015,85,Desi,500,600,550
,06/02/2015,60,Desi,500,650,575
,07/02/2015,40,Desi,550,700,600
,09/02/2015,65,Desi,500,650,580
,10/02/2015,50,Desi,540,650,600
,11/02/2015,60,Desi,500,650,570
,12/02/2015,70,Desi,500,600,550
,13/02/2015,64,Desi,500,650,575
,14/02/2015,44,Desi,500,700,600
,16/02/2015,45,Desi,500,675,590
,17/02/2015,60,Desi,500,650,570
,18/02/2015,48,Desi,500,640,560
,19/02/2015,68,Desi,500,600,540
,20/02/2015,60,Desi,500,650,560
,21/02/2015,45, ,NR,NR,NR
,23/02/2015,65,Desi,500,650,570
,24/02/2015,55,Desi,500,670,590
,25/02/2015,40,Desi,540,680,610
,26/02/2015,60,Desi,500,650,575
,27/02/2015,50,Desi,550,650,600
,28/02/2015,55,Desi,540,625,580
Achnera,01/02/2015,130,Desi,550,610,580
,02/02/2015,120,Desi,560,600,580
,03/02/2015,13,Desi,NR,NR,580
,04/02/2015,120,Desi,NR,NR,590
,06/02/2015,135,Desi,NR,NR,560
,07/02/2015,130,Desi,NR,NR,570
,08/02/2015,90,Desi,NR,NR,580
,09/02/2015,100,Desi,NR,NR,550
,10/02/2015,90,Desi,NR,NR,550
,11/02/2015,110,Desi,NR,NR,560
,12/02/2015,110,Desi,NR,NR,550
,13/02/2015,75,Desi,NR,NR,570
,14/02/2015,90,Desi,NR,NR,560
,15/02/2015,80,Desi,NR,NR,560
,16/02/2015,79,Desi,NR,NR,530
,17/02/2015,80,Desi,NR,NR,540
,18/02/2015,78,Desi,NR,NR,540
,20/02/2015,100,Desi,NR,NR,480
,21/02/2015,75,Desi,NR,NR,510
,22/02/2015,80,Desi,NR,NR,490
,23/02/2015,90,Desi,NR,NR,480
,24/02/2015,80,Desi,NR,NR,510
,25/02/2015,90,Desi,NR,NR,500
,27/02/2015,100,Desi,NR,NR,500
,28/02/2015,90,Desi,NR,NR,500
Agra,02/02/2015,1600,Desi,560,630,600
,03/02/2015,1800,Desi,550,640,590
,04/02/2015,1750,Desi,550,650,600
,05/02/2015,1900,Desi,520,630,580
,06/02/2015,1600,Desi,550,650,600
,07/02/2015,1800,Desi,NR,NR,590
,09/02/2015,1920,Desi,530,630,580
,10/02/2015,1950,Desi,525,625,575
,11/02/2015,2000,Desi,530,600,560
,16/02/2015,2100,Desi,500,600,550
,18/02/2015,1950,Desi,500,600,560
,19/02/2015,1880, ,NR,NR,NR
,20/02/2015,1980,Desi,520,600,560
,21/02/2015,1960,Desi,510,600,570
,23/02/2015,2000,Desi,500,600,560
,24/02/2015,2050,Desi,510,600,550
,25/02/2015,1950,Desi,510,625,575
,26/02/2015,1980,Desi,510,625,570
,27/02/2015,2040,Desi,500,600,560
,28/02/2015,1900,Desi,520,600,575
Ahirora,27/02/2015,35,Other,NR,NR,670
Ajuha,05/02/2015,158,Desi,NR,NR,630
,09/02/2015,146,Desi,NR,NR,645
,12/02/2015,163.5,Desi,NR,NR,620
,16/02/2015,158,Desi,NR,NR,610
,19/02/2015,168,Desi,NR,NR,600
,23/02/2015,138,Desi,NR,NR,625
,26/02/2015,126.5,Desi,NR,NR,635
Akbarpur,01/02/2015,91,Potato,625,680,650
,02/02/2015,87,Potato,600,700,650
,03/02/2015,52,Potato,600,700,650
,04/02/2015,85,Potato,630,700,670
,05/02/2015,85,Potato,550,650,600
,06/02/2015,8.5,Potato,580,630,610
,07/02/2015,84,Potato,590,630,610
,09/02/2015,74,Potato,600,650,620
,10/02/2015,57,Potato,600,650,625
,11/02/2015,77,Potato,600,650,625
,12/02/2015,97,Potato,600,680,640
,13/02/2015,87,Potato,600,680,640
,14/02/2015,84,Potato,610,670,640
,16/02/2015,85,Potato,600,660,630
,17/02/2015,5.7,Potato,600,670,635
,18/02/2015,8.5,Potato,600,680,640
,19/02/2015,86,Potato,610,670,640
,20/02/2015,84,Potato,590,650,620
,21/02/2015,86,Potato,550,670,610
,22/02/2015,89,Potato,570,650,610
,23/02/2015,85,Potato,570,660,615
,25/02/2015,84,Potato,590,640,615
,26/02/2015,75,Potato,590,640,615
,27/02/2015,85,Potato,580,650,615
Aligarh,02/02/2015,350,Desi,620,680,660
,03/02/2015,400,Desi,640,700,670
,04/02/2015,450,Desi,630,680,660
,05/02/2015,500,Desi,600,650,620
,06/02/2015,550,Desi,580,630,600
,07/02/2015,500,Desi,580,640,610
,09/02/2015,450,Desi,580,620,600
,10/02/2015,450,Desi,550,600,580
,11/02/2015,440,Desi,540,600,570
,12/02/2015,500,Desi,500,600,560
,13/02/2015,550,Desi,500,580,530
,14/02/2015,450,Desi,500,550,520
,16/02/2015,460,Desi,500,550,530
,17/02/2015,400,Desi,500,600,540
,18/02/2015,400,Desi,500,600,550
,19/02/2015,450,Desi,500,580,540
,20/02/2015,350,Desi,500,600,580
,21/02/2015,400,Desi,550,630,600
,23/02/2015,450,Desi,550,600,570
,24/02/2015,470,Desi,520,580,550
,25/02/2015,500,Desi,500,560,540
,26/02/2015,480,Desi,500,600,545
,27/02/2015,450,Desi,500,600,550
Allahabad,02/02/2015,1250,Local,NR,NR,675
,03/02/2015,1150,Local,NR,NR,675
,04/02/2015,1000,Local,NR,NR,680
,05/02/2015,950,Local,NR,NR,680
,06/02/2015,820,Local,NR,NR,680
,07/02/2015,800,Local,NR,NR,690
,09/02/2015,850,Local,NR,NR,690
,10/02/2015,900,Local,NR,NR,675
,11/02/2015,810,Local,NR,NR,675
,12/02/2015,750,Local,NR,NR,660
,13/02/2015,800,Local,NR,NR,660
,14/02/2015,760,Local,NR,NR,660
,16/02/2015,850,Local,NR,NR,670
,17/02/2015,900,Local,NR,NR,670
,18/02/2015,750,Local,NR,NR,670
,19/02/2015,800,Local,NR,NR,680
,20/02/2015,760,Local,NR,NR,680
,21/02/2015,720,Local,NR,NR,680
,23/02/2015,800,Local,NR,NR,665
,25/02/2015,820,Local,NR,NR,650
,26/02/2015,925,Local,NR,NR,650
,27/02/2015,850,Local,NR,NR,650
,28/02/2015,810,Local,NR,NR,650
Amroha,28/02/2015,50,F.A.Q.,NR,NR,350
Anandnagar,02/02/2015,40,Potato,625,800,690
,03/02/2015,30,Potato,650,800,700
,05/02/2015,60,Potato,650,800,740
,06/02/2015,35,Potato,650,800,740
,09/02/2015,40,Potato,650,800,740
,11/02/2015,40,Potato,700,850,800
,13/02/2015,40,Potato,650,800,740
,14/02/2015,30,Potato,650,800,750
,15/02/2015,30,Potato,650,800,780
,16/02/2015,40,Potato,600,800,670
,17/02/2015,40,Potato,670,800,750
,18/02/2015,40,Potato,600,800,700
,19/02/2015,40,Potato,625,750,680
,20/02/2015,30,Potato,650,800,700
,21/02/2015,30,Potato,600,700,680
,25/02/2015,40,Potato,600,750,650
,26/02/2015,60,Potato,600,750,650
,27/02/2015,40,Potato,600,700,660
