<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:b691ea8ac6265a337053ab0d529d4c474893463192e236b41e52fbf6ce1ddf1d
size 116257
=======
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Achalda,02/11/2015,40,Desi,NR,NR,600
,03/11/2015,30,Desi,NR,NR,630
,04/11/2015,35,Desi,NR,NR,600
,05/11/2015,40,Desi,NR,NR,580
,06/11/2015,30,Desi,NR,NR,600
,07/11/2015,20,Desi,NR,NR,620
,09/11/2015,45,Desi,NR,NR,600
,10/11/2015,30,Desi,NR,NR,625
,13/11/2015,40,Desi,NR,NR,600
,14/11/2015,35,Desi,NR,NR,620
,16/11/2015,40,Desi,NR,NR,600
,17/11/2015,30,Desi,NR,NR,620
,18/11/2015,25,Desi,NR,NR,650
,19/11/2015,45,Desi,NR,NR,650
,20/11/2015,60,Desi,NR,NR,620
,21/11/2015,50,Desi,NR,NR,640
,23/11/2015,80,Desi,NR,NR,600
,24/11/2015,70,Desi,NR,NR,620
,25/11/2015,50,Desi,NR,NR,640
,26/11/2015,55,Desi,NR,NR,600
,27/11/2015,50,Desi,NR,NR,620
,28/11/2015,40,Desi,NR,NR,645
,30/11/2015,55,Desi,NR,NR,610
Achnera,28/11/2015,400,Desi,NR,NR,760
Agra,03/11/2015,1195,Desi,NR,NR,925
,04/11/2015,1220,Desi,NR,NR,920
,05/11/2015,1200,Desi,NR,NR,930
,06/11/2015,1220,Desi,NR,NR,925
,07/11/2015,1210,Desi,NR,NR,940
,09/11/2015,1240,Desi,NR,NR,930
,10/11/2015,1460,Desi,NR,NR,920
,14/11/2015,1140,Desi,NR,NR,980
,16/11/2015,1200,Desi,NR,NR,1100
,17/11/2015,1240,Desi,NR,NR,1080
,18/11/2015,1260,Desi,NR,NR,1060
,19/11/2015,1250,Desi,NR,NR,1090
,20/11/2015,1240,Desi,NR,NR,1070
,21/11/2015,1200,Desi,NR,NR,1100
,23/11/2015,1300,Desi,NR,NR,1090
,24/11/2015,1350,Desi,NR,NR,1080
,25/11/2015,1450,Desi,NR,NR,1075
,26/11/2015,1300,Desi,NR,NR,1095
,27/11/2015,1330,Desi,NR,NR,1000
,28/11/2015,1200,Desi,NR,NR,980
,30/11/2015,1190,Desi,NR,NR,990
Ahirora,26/11/2015,25,Other,900,970,940
Ajuha,02/11/2015,116.5,Desi,NR,NR,755
,05/11/2015,131,Desi,NR,NR,785
,09/11/2015,128,Desi,NR,NR,750
,16/11/2015,106.5,Desi,NR,NR,785
,19/11/2015,125,Desi,NR,NR,800
,23/11/2015,112.5,Desi,NR,NR,800
,26/11/2015,82,Desi,NR,NR,820
,30/11/2015,124,Desi,NR,NR,800
Akbarpur,01/11/2015,59,Potato,750,850,780
,02/11/2015,45,Potato,750,850,800
,03/11/2015,45,Potato,750,850,800
,04/11/2015,75,Other,790,820,800
,05/11/2015,86,Potato,750,850,800
,06/11/2015,77,Potato,750,850,780
,07/11/2015,89,Potato,750,850,790
,08/11/2015,79,Potato,750,850,800
,09/11/2015,7.5,Potato,750,850,800
,10/11/2015,45,Potato,800,850,820
,18/11/2015,82.2,Potato,830,865,850
