<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:657bf45b1ad9b5f1edd99bb6240d6101ae8e1e0ce5642a012a00c537e488d2a4
size 90024
=======
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Achalda,01/08/2012,14,Desi,1200,1225,1210
,02/08/2012,13,Desi,1180,1220,1200
,03/08/2012,14,Desi,1200,1225,1210
,04/08/2012,15,Desi,1180,1220,1200
,06/08/2012,16,Desi,1180,1200,1190
,07/08/2012,17,Desi,1160,1190,1180
,08/08/2012,1.8,Desi,1175,1200,1190
,09/08/2012,17,Desi,1160,1190,1180
,10/08/2012,17.5,Desi,1160,1190,1180
,11/08/2012,18,Desi,1160,1190,1170
,13/08/2012,15,Desi,1160,1200,1180
,14/08/2012,14,Desi,1200,1220,1210
,16/08/2012,15,Desi,1200,1230,1220
,17/08/2012,14,Desi,1200,1230,1220
,18/08/2012,15,Desi,1200,1230,1210
,20/08/2012,13,Desi,1210,1230,1220
,21/08/2012,14,Desi,1180,1210,1200
,22/08/2012,13,Desi,1200,1220,1210
,23/08/2012,15,Desi,1180,1200,1190
,24/08/2012,16,Desi,1180,1200,1190
,25/08/2012,17,Desi,1160,1200,1180
,27/08/2012,16,Desi,1170,1200,1190
,28/08/2012,17,Desi,1160,1200,1180
,29/08/2012,16,Desi,1170,1210,1190
,30/08/2012,18,Desi,1160,1190,1170
,31/08/2012,15,Desi,1170,1210,1190
Agra,02/08/2012,1150,Potato,NR,NR,1220
,03/08/2012,1140,Potato,NR,NR,1225
,04/08/2012,1125,Potato,NR,NR,1250
,05/08/2012,1120,Potato,NR,NR,1300
,06/08/2012,1080,Potato,NR,NR,1350
,07/08/2012,1120,Potato,NR,NR,1320
,08/08/2012,1110,Potato,NR,NR,1325
,09/08/2012,1105,Potato,NR,NR,1310
,10/08/2012,1120,Potato,NR,NR,1300
,11/08/2012,1130,Potato,NR,NR,1280
,12/08/2012,11400,Other,1200,1350,1275
,13/08/2012,11600,Other,1200,1350,1270
,14/08/2012,1150,Potato,NR,NR,1270
,16/08/2012,1180,Other,1200,1350,1250
,,,Potato,NR,NR,1250
,17/08/2012,1130,Potato,NR,NR,1260
,18/08/2012,1190,Other,1200,1350,1240
,20/08/2012,1140,Potato,NR,NR,1282
,21/08/2012,1150,Potato,NR,NR,1280
,22/08/2012,1190,Potato,NR,NR,1270
,23/08/2012,1270,Potato,NR,NR,1240
,24/08/2012,1310,Potato,NR,NR,1230
,25/08/2012,1320,Potato,1200,1290,1220
,27/08/2012,1340,Potato,1180,1250,1200
,28/08/2012,1310,Potato,1200,1280,1215
,29/08/2012,1360,Potato,1180,1235,1210
,30/08/2012,1380,Potato,1180,1230,1200
,31/08/2012,1340,Potato,1190,1220,1210
Ahirora,25/08/2012,80,Other,NR,NR,1250
Ajuha,02/08/2012,14.5,Badshah,NR,NR,1250
,06/08/2012,14,Badshah,NR,NR,1285
,09/08/2012,16.5,Badshah,NR,NR,1250
,13/08/2012,15,Badshah,NR,NR,1235
,16/08/2012,17,Badshah,NR,NR,1200
,20/08/2012,16.5,Badshah,NR,NR,1200
,23/08/2012,17,,NR,NR,NR
,27/08/2012,18.5,Badshah,NR,NR,1250
