<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:914e7d249dee967683412d8eaf52d2e79e22be0408767b4b766a9eba7554acac
size 44645
=======
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Agra,02/08/2006,310,Other,500,540,525,
,03/08/2006,250,Other,500,540,530,
,05/08/2006,230,Other,500,560,540,
,07/08/2006,260,Other,500,540,520,
,08/08/2006,270,Other,500,550,530,
,09/08/2006,240,Other,500,550,530,
,10/08/2006,250,Other,500,540,530,
,11/08/2006,280,Other,475,540,525,
,14/08/2006,270,Other,500,540,530,
,16/08/2006,270,Other,500,540,530,
,17/08/2006,290,Other,480,530,520,
,18/08/2006,290,Other,480,530,520,
,19/08/2006,260,Other,500,540,530,
,21/08/2006,230,Other,500,540,535,
,22/08/2006,210,Other,500,550,540,
,23/08/2006,190,Other,525,560,550,
,24/08/2006,240,Other,500,550,540,
,26/08/2006,240,Other,500,550,530,
,28/08/2006,270,Other,500,550,530,
,29/08/2006,210,Other,520,560,550,
,30/08/2006,250,Other,525,560,550,
,31/08/2006,260,Other,520,560,550,
Aligarh,01/08/2006,70,Other,480,540,500,
,02/08/2006,50,Other,475,530,490,
,03/08/2006,60, ,NR,NR,NR,
,04/08/2006,80,Other,475,530,490,
,05/08/2006,75, ,NR,NR,NR,
,07/08/2006,70,Other,475,550,510,
,08/08/2006,55,Other,475,550,510,
,09/08/2006,70,Other,475,550,500,
,10/08/2006,50,Other,460,530,520,
,11/08/2006,60,Other,460,535,525,
,12/08/2006,70,Other,470,540,510,
,14/08/2006,75,Other,470,540,510,
,15/08/2006,60,Other,510,700,520,
,16/08/2006,80,Other,500,700,520,
,17/08/2006,65,Other,500,700,520,
,18/08/2006,70,Other,500,650,510,
,19/08/2006,65,Other,500,600,515,
,21/08/2006,70, ,NR,NR,NR,
,22/08/2006,55,Other,500,590,520,
,23/08/2006,60,Other,490,600,510,
,24/08/2006,70,Other,490,570,520,
,25/08/2006,70,Other,480,575,510,
,26/08/2006,60,Other,500,570,520,
,29/08/2006,65,Other,490,600,550,
,30/08/2006,70,Other,525,590,580,
Allahabad,01/08/2006,65,Other,NR,NR,590,
,02/08/2006,70,Other,NR,NR,590,
,03/08/2006,100, ,NR,NR,NR,
,05/08/2006,65,Other,NR,NR,585,
,07/08/2006,80,Other,NR,NR,575,
,08/08/2006,60,Other,NR,NR,575,
,09/08/2006,65,Other,NR,NR,585,
,10/08/2006,20,Other,NR,NR,585,
,14/08/2006,60,Other,NR,NR,585,
,17/08/2006,85,Other,NR,NR,585,
,18/08/2006,30,Other,NR,NR,590,
,19/08/2006,90,Other,NR,NR,590,
,21/08/2006,70,Other,NR,NR,590,
,22/08/2006,60,Other,NR,NR,590,
,23/08/2006,50,Other,NR,NR,590,
,24/08/2006,40,Other,NR,NR,590,
,25/08/2006,50,Other,NR,NR,590,
,26/08/2006,65,Other,NR,NR,590,
,28/08/2006,85,Other,NR,NR,590,
,29/08/2006,50,Other,NR,NR,590,
,30/08/2006,30,Other,NR,NR,600,
,31/08/2006,70,Other,NR,NR,600,
Amroha,02/08/2006,4.5,F.A.Q.,605,620,615,
,03/08/2006,7,F.A.Q.,610,620,615,
,04/08/2006,6,F.A.Q.,608,615,610,
,05/08/2006,6.5,F.A.Q.,602,608,605,
,06/08/2006,7,F.A.Q.,605,610,608,
,07/08/2006,5.5,F.A.Q.,605,610,608,
,09/08/2006,2.5,F.A.Q.,600,615,610,
,10/08/2006,3,F.A.Q.,602,608,605,
,11/08/2006,6.5,F.A.Q.,600,605,602,
,12/08/2006,2.5,F.A.Q.,603,608,605,
,13/08/2006,2,F.A.Q.,602,608,605,
,16/08/2006,4,F.A.Q.,570,585,580,
,17/08/2006,5,F.A.Q.,570,585,580,
,18/08/2006,6.5,F.A.Q.,570,580,575,
,19/08/2006,4.5,F.A.Q.,570,580,572,
,20/08/2006,4,F.A.Q.,568,580,570,
,21/08/2006,4.5,F.A.Q.,568,572,570,
,23/08/2006,4,F.A.Q.,612,620,615,
,24/08/2006,6,F.A.Q.,610,615,612,
,25/08/2006,5.5,F.A.Q.,605,610,610,
,26/08/2006,7,F.A.Q.,595,605,600,
,27/08/2006,6.5,F.A.Q.,580,595,585,
,28/08/2006,6,F.A.Q.,580,600,585,
,30/08/2006,4.5,F.A.Q.,575,585,580,
,31/08/2006,5,F.A.Q.,575,585,582,
Azamgarh,01/08/2006,50,Red,610,610,610,
,03/08/2006,50,Red,610,610,610,
,04/08/2006,50,Red,610,610,610,
,07/08/2006,50,Red,590,590,590,
,10/08/2006,50,Red,590,590,590,
,11/08/2006,50,Red,580,580,580,
,14/08/2006,50,Red,580,580,580,
,16/08/2006,60,Red,570,570,570,
,17/08/2006,60,Red,570,570,570,
,18/08/2006,60,Red,570,570,570,
,19/08/2006,60,Red,560,560,560,
,21/08/2006,40,Red,560,560,560,
,22/08/2006,40,Red,560,560,560,
,23/08/2006,40,Red,560,560,560,
,24/08/2006,40,Red,550,550,550,
,25/08/2006,40,Red,550,550,550,
,26/08/2006,40,Red,550,550,550,
,28/08/2006,40,Red,550,550,550,
,29/08/2006,40,Red,550,550,550,
,30/08/2006,40,Desi,540,540,540,
,31/08/2006,40,Red,540,540,540,
Badayoun,03/08/2006,28,Other,525,550,535,
,04/08/2006,35,Other,520,550,525,
,05/08/2006,32,Other,520,540,525,
,07/08/2006,30,Other,510,540,530,
,08/08/2006,28,Other,510,540,530,
,09/08/2006,38,Other,510,530,525,
,10/08/2006,41.5,Other,510,530,520,
,11/08/2006,34,Other,510,530,525,
,12/08/2006,35,Other,500,520,510,
,14/08/2006,36,Other,480,510,500,
,16/08/2006,30,Other,480,510,490,
,17/08/2006,28,Other,490,525,500,
,18/08/2006,26,Other,490,525,510,
,19/08/2006,25,Other,490,525,510,
,21/08/2006,23,Other,475,525,515,
,22/08/2006,24,Other,480,525,520,
,23/08/2006,23,Other,500,550,530,
,24/08/2006,25,Other,500,540,525,
,25/08/2006,28,Other,500,540,520,
,26/08/2006,20,Other,520,550,535,
,28/08/2006,19,Other,525,550,540,
,29/08/2006,22,Other,525,550,540,
,30/08/2006,28,Other,525,545,535,
,31/08/2006,30,Other,525,550,530,
Bahraich,01/08/2006,15,Red,540,580,560,
,02/08/2006,15,Red,540,585,565,
,03/08/2006,20,Red,540,600,565,
,04/08/2006,20,Red,550,590,565,
,05/08/2006,25,Red,560,590,565,
,07/08/2006,25,Red,580,600,585,
,10/08/2006,13,Red,580,625,590,
,11/08/2006,14,Red,585,625,600,
,17/08/2006,28,Red,600,650,625,
,18/08/2006,26, ,NR,NR,NR,
,19/08/2006,22.5,Red,600,650,625,
,21/08/2006,21,Red,600,650,650,
,22/08/2006,20,Red,600,650,630,
,23/08/2006,28,Red,600,650,620,
,24/08/2006,15,Red,600,630,610,
,25/08/2006,24,Red,600,650,625,
,26/08/2006,12.5,Red,600,650,630,
,28/08/2006,14,Red,610,650,625,
Ballia,01/08/2006,30,Other,570,600,580,
,02/08/2006,38,Other,570,600,580,
,03/08/2006,29,Other,570,620,590,
,04/08/2006,31,Other,570,620,590,
,05/08/2006,30.5,Other,570,620,590,
,07/08/2006,34,Other,570,620,590,
,08/08/2006,22,Other,580,610,590,
,09/08/2006,30,Other,580,610,590,
,10/08/2006,32,Other,580,610,600,
,11/08/2006,40,Other,580,620,600,
,13/08/2006,36,Kufri Giriraj,590,620,600,
,14/08/2006,36,Other,580,620,600,
,16/08/2006,33,Other,590,620,600,
,17/08/2006,40,Other,590,620,600,
,18/08/2006,32,Other,590,620,600,
,19/08/2006,24,Other,590,620,600,
,21/08/2006,31,Other,590,620,600,
,22/08/2006,34,Other,590,630,600,
,23/08/2006,41,Other,590,620,600,
,24/08/2006,44,Other,590,650,610,
,25/08/2006,39,Other,600,670,620,
,26/08/2006,49,Other,600,640,620,
,28/08/2006,33,Other,600,650,625,
,29/08/2006,44,Other,610,640,625,
,30/08/2006,38,Other,610,640,625,
,31/08/2006,33,Other,610,680,630,
Barabanki,01/08/2006,25,Other,400,480,450,
,02/08/2006,30,Other,400,480,460,
,03/08/2006,25,Other,400,500,470,
,04/08/2006,20,Other,400,500,480,
,05/08/2006,30,Other,400,500,470,
,06/08/2006,28,Other,400,510,480,
,07/08/2006,30,Other,400,510,490,
,08/08/2006,28,Other,400,500,490,
,09/08/2006,29,Other,400,500,480,
,10/08/2006,25,Other,400,500,490,
,11/08/2006,20,Other,400,540,500,
,12/08/2006,22,Other,400,560,500,
,13/08/2006,24,Other,460,540,510,
,14/08/2006,25,Other,400,530,500,
,16/08/2006,20,Other,400,540,510,
,17/08/2006,26,Other,400,530,500,
,18/08/2006,30,Other,440,540,510,
,19/08/2006,27,Other,450,540,520,
,20/08/2006,24,Other,500,580,550,
,21/08/2006,25,Other,500,580,550,
,22/08/2006,30,Other,460,550,500,
,23/08/2006,27,Other,470,560,500,
,24/08/2006,20,Other,450,550,490,
,25/08/2006,24,Other,440,550,500,
,26/08/2006,34,Other,430,550,500,
,27/08/2006,30,Other,430,560,510,
,28/08/2006,25,Other,430,570,500,
,30/08/2006,14,Other,450,540,490,
,31/08/2006,20,Other,450,540,500,
Baraut,01/08/2006,20,Other,560,600,580,
,02/08/2006,14,Other,550,600,585,
,03/08/2006,27,Other,550,610,580,
,04/08/2006,18.5,Other,550,610,580,
,05/08/2006,24,Other,550,610,585,
,07/08/2006,17,Other,550,615,590,
,08/08/2006,23,Other,550,610,590,
,09/08/2006,18,Other,550,615,585,
,10/08/2006,22.5,Other,550,610,580,
,11/08/2006,17.5,Other,550,615,585,
,12/08/2006,20,Other,550,610,590,
,14/08/2006,18,Other,550,610,590,
,16/08/2006,24,Other,550,610,595,
,17/08/2006,19,Other,550,610,595,
,18/08/2006,27,Other,550,610,590,
,19/08/2006,17.5,Other,550,610,585,
,21/08/2006,21,Other,550,615,590,
,22/08/2006,16,Other,550,615,590,
,23/08/2006,27,Other,550,610,590,
,24/08/2006,17.5,Other,550,615,580,
,25/08/2006,20,Other,550,600,590,
,26/08/2006,14,Other,550,610,595,
,28/08/2006,26,Other,550,620,590,
,29/08/2006,16.5,Other,550,615,590,
,30/08/2006,23,Other,550,610,585,
,31/08/2006,19,Other,550,610,590,
Bareilly,01/08/2006,40,F.A.Q.,500,550,525,
,02/08/2006,45,F.A.Q.,500,550,520,
,03/08/2006,60,F.A.Q.,500,525,510,
,04/08/2006,70,F.A.Q.,480,525,500,
,05/08/2006,56.5,F.A.Q.,500,530,515,
,06/08/2006,42.5,F.A.Q.,495,505,505,
,07/08/2006,60,F.A.Q.,500,520,510,
,08/08/2006,62.5,F.A.Q.,480,515,505,
,09/08/2006,49,F.A.Q.,490,520,510,
,10/08/2006,57.5,F.A.Q.,500,530,515,
,11/08/2006,50,F.A.Q.,500,540,525,
,12/08/2006,60,F.A.Q.,500,540,525,
,13/08/2006,40,F.A.Q.,490,540,520,
,14/08/2006,48,F.A.Q.,500,560,530,
,15/08/2006,45,F.A.Q.,520,560,540,
,16/08/2006,53.5,F.A.Q.,500,540,525,
,17/08/2006,65,F.A.Q.,520,560,540,
,18/08/2006,52.5,F.A.Q.,500,550,530,
,19/08/2006,50,F.A.Q.,510,550,535,
,20/08/2006,60,F.A.Q.,490,540,520,
,21/08/2006,70,F.A.Q.,480,540,515,
,22/08/2006,75,F.A.Q.,500,530,510,
,23/08/2006,60,F.A.Q.,500,530,520,
,24/08/2006,56,F.A.Q.,500,540,525,
,25/08/2006,50,F.A.Q.,500,550,530,
,29/08/2006,98,F.A.Q.,500,550,535,
,30/08/2006,100,F.A.Q.,500,550,525,
,31/08/2006,80,F.A.Q.,510,550,530,
Basti,01/08/2006,350,Kufri Giriraj,615,625,620,
,02/08/2006,400,Kufri Giriraj,615,625,620,
,03/08/2006,450,Kufri Giriraj,615,625,620,
,04/08/2006,440,Kufri Giriraj,610,625,620,
,06/08/2006,530,Kufri Giriraj,615,625,620,
,08/08/2006,500,Kufri Giriraj,615,625,620,
,09/08/2006,480,Kufri Giriraj,615,625,620,
,10/08/2006,475,Kufri Giriraj,615,625,620,
,12/08/2006,600,Kufri Giriraj,615,625,620,
,13/08/2006,650,Kufri Giriraj,615,625,620,
,16/08/2006,1000,Kufri Giriraj,615,625,620,
,17/08/2006,900,Kufri Giriraj,615,625,620,
,20/08/2006,850,Kufri Giriraj,615,625,620,
,22/08/2006,1050,Kufri Giriraj,615,625,620,
,23/08/2006,1100,Kufri Giriraj,615,625,620,
,24/08/2006,1200,Kufri Giriraj,645,655,650,
,25/08/2006,1300,Kufri Giriraj,645,655,650,
,26/08/2006,1000,Kufri Giriraj,640,660,650,
,27/08/2006,900,Kufri Giriraj,645,660,650,
,29/08/2006,800,Kufri Giriraj,645,660,650,
,30/08/2006,700,Kufri Giriraj,645,655,650,
,31/08/2006,600,Kufri Giriraj,645,660,650,
Bharwari,10/08/2006,25, ,NR,NR,NR,
Bijnaur,01/08/2006,5,Desi,520,570,560,
,03/08/2006,4,Desi,520,570,560,
,04/08/2006,4.5,Desi,520,570,560,
,05/08/2006,4,Desi,520,570,550,
,08/08/2006,5.5,Desi,530,580,570,
,10/08/2006,5,Desi,530,580,560,
,11/08/2006,4.5,Desi,530,580,570,
,17/08/2006,4.5,Desi,530,580,570,
,18/08/2006,5,Desi,550,600,570,
,19/08/2006,5.5,Desi,550,600,580,
,20/08/2006,4,Desi,550,600,570,
,21/08/2006,7,Desi,550,600,585,
,22/08/2006,7,Desi,550,600,585,
,24/08/2006,5.5,Desi,550,600,585,
,25/08/2006,5.5,Desi,550,600,585,
,26/08/2006,5,Desi,560,610,595,
,27/08/2006,5,Desi,560,610,595,
,28/08/2006,6,Desi,580,630,600,
,29/08/2006,5,Desi,580,630,610,
,31/08/2006,4,Desi,580,630,600,
Buland Shahr,01/08/2006,9,Other,500,615,570,
,02/08/2006,11,Other,500,615,570,
,03/08/2006,10,Other,510,615,580,
,04/08/2006,11,Other,510,615,575,
,05/08/2006,9,Other,500,615,570,
,06/08/2006,10,Other,500,610,570,
,07/08/2006,11,Other,500,610,570,
,08/08/2006,11.5,Other,500,610,575,
,09/08/2006,11,Other,500,610,570,
,10/08/2006,13,Other,500,610,580,
,11/08/2006,12,Other,500,610,580,
,12/08/2006,10,Other,500,610,580,
,13/08/2006,9,Other,500,610,575,
,14/08/2006,12,Other,500,600,570,
,15/08/2006,9,Other,500,600,570,
,16/08/2006,12,Other,500,615,570,
,17/08/2006,13,Other,500,610,570,
,18/08/2006,12,Other,500,600,575,
,19/08/2006,13,Other,500,610,570,
,20/08/2006,14,Other,500,600,575,
,21/08/2006,12,Other,500,600,570,
,22/08/2006,13,Other,480,600,550,
,23/08/2006,12.5,Other,475,600,550,
,24/08/2006,11,Other,470,600,550,
,25/08/2006,13,Other,470,600,560,
,26/08/2006,12,Other,475,600,560,
,27/08/2006,10,Other,475,600,550,
,28/08/2006,12,Other,475,600,550,
,29/08/2006,13,Other,470,600,540,
,30/08/2006,12.5,Other,470,600,545,
,31/08/2006,12,Other,480,600,550,
Chandausi,01/08/2006,50,Other,400,440,430,
,02/08/2006,55,Other,410,450,435,
,03/08/2006,8,Other,400,450,440,
,04/08/2006,45,Other,415,460,440,
,05/08/2006,40,Other,410,460,450,
,06/08/2006,50,Other,410,460,450,
,07/08/2006,40,Other,410,460,440,
,08/08/2006,50,Other,410,450,435,
,09/08/2006,6,Other,400,450,445,
,10/08/2006,45,Other,410,450,440,
,11/08/2006,60,Other,410,460,450,
,12/08/2006,55,Other,415,460,440,
,13/08/2006,50,Other,415,450,430,
,14/08/2006,60,Other,415,465,435,
,15/08/2006,60,Other,415,465,440,
,16/08/2006,65,Other,415,465,450,
,17/08/2006,65,Other,410,465,450,
,18/08/2006,70,Other,415,470,460,
,19/08/2006,80,Other,425,470,450,
,20/08/2006,85,Other,415,465,445,
,21/08/2006,75,Other,425,460,450,
,22/08/2006,70,Other,425,460,450,
,23/08/2006,80,Other,430,460,440,
,24/08/2006,85,Other,415,460,430,
,25/08/2006,75,Other,425,460,450,
,26/08/2006,8,Other,425,460,445,
,27/08/2006,90,Other,430,470,460,
,28/08/2006,95,Other,425,460,450,
,29/08/2006,90,Other,425,470,460,
,30/08/2006,105,Other,430,480,465,
Chandoli,03/08/2006,3,Other,620,635,625,
,04/08/2006,3.5,Other,625,645,635,
,05/08/2006,2,Other,635,645,640,
,07/08/2006,3,Other,640,655,650,
,09/08/2006,2,Other,635,650,645,
,10/08/2006,2.5,Other,625,650,640,
,11/08/2006,3,Other,620,640,635,
,14/08/2006,3,Other,620,640,630,
,17/08/2006,2.5,Other,625,645,635,
,18/08/2006,3,Other,625,640,630,
,19/08/2006,2,Other,615,635,625,
,21/08/2006,3,Other,625,645,635,
,23/08/2006,2.5,Other,625,640,630,
,24/08/2006,2,Other,630,650,640,
,25/08/2006,3,Other,635,655,645,
Charra,01/08/2006,8,Other,500,530,510,
,02/08/2006,7,Other,480,550,500,
,03/08/2006,8,Other,490,550,510,
,04/08/2006,7,Other,480,550,500,
,05/08/2006,9, ,NR,NR,NR,
,08/08/2006,12, ,NR,NR,NR,
,09/08/2006,13,Other,500,525,515,
,10/08/2006,12,Other,500,530,510,
,11/08/2006,15,Other,500,550,520,
,14/08/2006,15,Other,500,540,520,
,15/08/2006,14, ,NR,NR,NR,
,16/08/2006,15,Other,500,550,525,
,17/08/2006,14,Other,520,550,530,
,18/08/2006,15,Other,520,560,540,
,21/08/2006,14,Other,520,560,540,
,22/08/2006,13,Other,525,550,535,
,23/08/2006,12,Other,530,550,540,
,24/08/2006,13,Other,520,550,530,
,25/08/2006,14,Other,530,550,540,
,28/08/2006,15,Other,540,560,550,
,29/08/2006,14,Other,550,570,555,
,30/08/2006,15,Other,550,570,560,
,31/08/2006,14,Other,555,570,562,
Devariya,02/08/2006,400,Red,590,610,600,
,03/08/2006,500, ,NR,NR,NR,
,04/08/2006,450,Red,590,610,600,
,05/08/2006,450,Red,590,610,600,
,07/08/2006,500, ,NR,NR,NR,
,10/08/2006,400,Red,590,610,600,
,11/08/2006,500,Red,590,610,600,
