<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:d8eef8ad05a98d5560edc422025ac0d2da36364ce3d43179dd00c595ad823ce5
size 61320
=======
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Agra,02/04/2012,1000,Desi,600,630,610
,03/04/2012,960,Desi,600,700,650
,04/04/2012,975,Desi,950,990,975
,05/04/2012,930,Desi,600,700,650
,06/04/2012,890,Desi,600,700,675
,07/04/2012,850,Desi,650,710,690
,09/04/2012,810,Desi,700,740,720
,10/04/2012,780,Desi,700,800,780
,12/04/2012,820,Desi,650,700,680
,13/04/2012,760,Desi,750,800,775
,16/04/2012,750,Desi,780,800,790
,17/04/2012,790,Desi,760,800,790
,18/04/2012,760,Other,770,810,790
,19/04/2012,780,,NR,NR,NR
,20/04/2012,800,Desi,760,800,785
,21/04/2012,840,Other,750,790,775
,23/04/2012,790,Other,830,850,840
,24/04/2012,800,Other,840,860,850
,25/04/2012,780,Other,850,870,860
,26/04/2012,750,Other,750,790,770
,28/04/2012,720,Other,850,900,875
,30/04/2012,34,,NR,NR,NR
Ajuha,02/04/2012,27.5,,NR,NR,NR
,05/04/2012,28,,NR,NR,NR
,09/04/2012,27.5,,NR,NR,NR
,12/04/2012,26.5,,NR,NR,NR
,16/04/2012,24,,NR,NR,NR
,19/04/2012,22,,NR,NR,NR
,23/04/2012,20,Badshah,NR,NR,700
,26/04/2012,18,Badshah,NR,NR,800
,30/04/2012,19,Badshah,NR,NR,850
Akbarpur,01/04/2012,330,Other,600,670,640
,02/04/2012,260,Other,625,675,650
,03/04/2012,240,Other,625,675,650
,04/04/2012,360,Other,630,670,650
,05/04/2012,360,Other,670,750,690
,06/04/2012,320,Other,750,800,780
,07/04/2012,320,Other,725,800,750
,08/04/2012,240,Other,725,800,750
,09/04/2012,220,Other,750,800,775
,10/04/2012,240,Other,740,800,775
,11/04/2012,320,Other,825,875,850
,12/04/2012,340,Other,800,850,825
,13/04/2012,330,Other,800,850,825
,14/04/2012,360,Other,750,825,810
,15/04/2012,320,Other,750,825,810
,16/04/2012,320,Other,775,825,800
,17/04/2012,210,Other,750,825,800
,18/04/2012,320,Other,800,850,810
,19/04/2012,320,Other,810,850,825
,20/04/2012,310,Other,810,850,825
,21/04/2012,310,Other,810,850,825
,22/04/2012,320,Other,825,870,850
,23/04/2012,320,Other,825,875,850
,24/04/2012,240,Other,840,860,850
,25/04/2012,310,Other,815,850,835
,26/04/2012,350,Other,810,850,835
,27/04/2012,320,Other,810,880,850
,28/04/2012,250,Other,850,900,875
Aligarh,02/04/2012,330,Desi,650,750,710
,03/04/2012,320,Desi,680,750,720
,04/04/2012,340,Desi,680,760,730
,05/04/2012,300,Desi,700,800,740
,06/04/2012,320,Desi,700,800,740
,07/04/2012,330,Desi,700,800,750
,09/04/2012,320,Desi,700,800,750
,10/04/2012,300,Desi,750,850,780
,11/04/2012,310,Desi,720,840,770
,12/04/2012,330,Desi,720,840,770
,13/04/2012,320,Desi,700,840,780
,14/04/2012,240,Desi,730,850,780
,16/04/2012,270,Desi,730,850,780
,17/04/2012,280,Desi,730,850,775
,18/04/2012,260,Desi,750,850,785
,19/04/2012,280,Desi,740,850,780
,20/04/2012,250,Desi,750,850,790
,21/04/2012,240,Desi,750,850,800
,23/04/2012,220,Desi,720,850,805
,24/04/2012,210,Desi,750,850,810
,25/04/2012,180,Desi,750,850,805
,26/04/2012,170,Desi,775,875,825
,27/04/2012,180,Desi,800,900,850
,28/04/2012,170,Desi,820,920,870
Allahabad,02/04/2012,120,,NR,NR,NR
,03/04/2012,100,,NR,NR,NR
,04/04/2012,90,,NR,NR,NR
,07/04/2012,100,,NR,NR,NR
,09/04/2012,90,,NR,NR,NR
,10/04/2012,110,,NR,NR,NR
,11/04/2012,85,,NR,NR,NR
,12/04/2012,100,,NR,NR,NR
,13/04/2012,115,,NR,NR,NR
,16/04/2012,100,,NR,NR,NR
,17/04/2012,110,,NR,NR,NR
,18/04/2012,135,,NR,NR,NR
,20/04/2012,60,Badshah,NR,NR,750
,21/04/2012,55,Badshah,NR,NR,770
,23/04/2012,50,Badshah,NR,NR,800
,25/04/2012,55,Badshah,NR,NR,850
,26/04/2012,80,Badshah,NR,NR,850
,27/04/2012,100,Badshah,NR,NR,850
,28/04/2012,90,Badshah,NR,NR,850
,30/04/2012,125,Badshah,NR,NR,850
Amroha,02/04/2012,6,Other,NR,NR,520
,03/04/2012,5,Other,NR,NR,530
,04/04/2012,6,Other,NR,NR,540
,05/04/2012,5,Other,NR,NR,545
,06/04/2012,4,Other,NR,NR,550
,07/04/2012,5,Other,NR,NR,550
,08/04/2012,4,Other,NR,NR,550
,09/04/2012,4,Other,NR,NR,560
,10/04/2012,5,Other,NR,NR,565
,11/04/2012,6,Other,NR,NR,580
,12/04/2012,5,Other,NR,NR,600
,13/04/2012,6,Other,NR,NR,620
,14/04/2012,4,Other,NR,NR,640
,15/04/2012,6,Other,NR,NR,650
,16/04/2012,5,Other,NR,NR,660
,17/04/2012,6,Other,NR,NR,670
,18/04/2012,5,Other,NR,NR,675
,19/04/2012,6,Other,NR,NR,680
,20/04/2012,5,Other,NR,NR,685
,21/04/2012,6,Other,NR,NR,690
,22/04/2012,4,Other,NR,NR,690
,23/04/2012,5,Other,NR,NR,695
,24/04/2012,5,F.A.Q.,NR,NR,695
,,,Other,NR,NR,700
,25/04/2012,7,F.A.Q.,NR,NR,700
,26/04/2012,6,F.A.Q.,NR,NR,700
,27/04/2012,5,Other,NR,NR,695
,28/04/2012,7,Other,NR,NR,710
,29/04/2012,6,Other,NR,NR,710
,30/04/2012,8,Other,NR,NR,700
Anwala,28/04/2012,260,Desi,NR,NR,775
Atarra,09/04/2012,30,Potato,NR,NR,810
,10/04/2012,25,Potato,NR,NR,820
,11/04/2012,20,Potato,NR,NR,815
,12/04/2012,15,Potato,NR,NR,810
,16/04/2012,10,Potato,NR,NR,650
,17/04/2012,12,Potato,NR,NR,700
,18/04/2012,10,Potato,NR,NR,750
,19/04/2012,15,Potato,NR,NR,800
,21/04/2012,15,Potato,NR,NR,810
,23/04/2012,10,Potato,NR,NR,800
,25/04/2012,8,Potato,NR,NR,850
,26/04/2012,10,Potato,NR,NR,900
,28/04/2012,15,Potato,NR,NR,910
,30/04/2012,20,Potato,NR,NR,850
