<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:2f7e021a532ca6c3b9d63fca9a55ba99cf7a07fc7684e0ae01f94014da2e0ad7
size 86420
=======
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Achalda,01/10/2012,50,Desi,1100,1150,1130
,03/10/2012,30,Desi,1150,1200,1170
,04/10/2012,45,Desi,1080,1125,1100
,05/10/2012,30,Desi,1100,1170,1140
,06/10/2012,45,Desi,1075,1130,1100
,08/10/2012,50,Desi,1060,1100,1080
,09/10/2012,30,Desi,1075,1125,1100
,10/10/2012,25,Desi,1100,1140,1120
,11/10/2012,45,Desi,1050,1100,1070
,12/10/2012,30,Desi,1080,1120,1100
,13/10/2012,40,Desi,980,1025,1000
,15/10/2012,35,Desi,1015,1035,1025
,17/10/2012,27.5,Desi,1050,1100,1080
,18/10/2012,40,Desi,1000,1050,1020
,19/10/2012,45,Desi,925,970,950
,20/10/2012,50,Desi,875,925,900
,22/10/2012,55,Desi,850,900,875
,23/10/2012,40,Desi,875,925,900
,24/10/2012,30,Desi,900,950,925
,25/10/2012,35,Desi,875,925,900
,26/10/2012,25,Desi,975,1025,1000
,27/10/2012,20,Desi,1000,1050,1025
,29/10/2012,35,Desi,960,1000,980
,30/10/2012,30,Desi,975,1025,1000
,31/10/2012,40,Desi,925,975,950
Agra,02/10/2012,1340,Potato,NR,NR,1070
,03/10/2012,1300,Potato,NR,NR,1080
,04/10/2012,1360,Potato,NR,NR,1050
,05/10/2012,1345,Potato,NR,NR,1055
,06/10/2012,1375,Potato,NR,NR,1050
,07/10/2012,1390,Potato,NR,NR,1040
,08/10/2012,1400,Potato,NR,NR,1025
,09/10/2012,1370,Potato,NR,NR,1030
,10/10/2012,1350,Potato,NR,NR,1035
,11/10/2012,1370,Potato,NR,NR,1010
,13/10/2012,1460,Potato,NR,NR,915
,15/10/2012,1495,Potato,NR,NR,900
,16/10/2012,1560,Potato,NR,NR,890
,17/10/2012,1545,Potato,NR,NR,895
,18/10/2012,1560,Potato,NR,NR,885
,19/10/2012,1595,Potato,NR,NR,880
,20/10/2012,1610,Potato,NR,NR,870
