<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:d5589633ac5f581cbd5d29d26d2248ad1a78d0ecc3b40d6d8645b4d39d400058
size 213384
=======
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Achalda,05/10/2018,10,Desi,1000,1000,1000
,06/10/2018,11,Desi,800,875,850
,08/10/2018,12,Desi,800,1000,995
,10/10/2018,5,Desi,800,950,900
,12/10/2018,2.5,Desi,800,1000,900
,24/10/2018,7,Desi,600,1000,800
,26/10/2018,3.5,Desi,600,800,750
,30/10/2018,5,Desi,700,950,800
,31/10/2018,15,Desi,800,950,900
Achnera,01/10/2018,29,Desi,1250,1270,1260
,02/10/2018,29,Desi,1230,1290,1260
,03/10/2018,28,Desi,1240,1260,1250
,05/10/2018,32,Desi,1250,1270,1260
,06/10/2018,32,Desi,1240,1280,1260
,07/10/2018,31,Desi,1240,1280,1260
,08/10/2018,33,Desi,1240,1280,1260
,09/10/2018,28,Desi,1250,1270,1260
,10/10/2018,35,Desi,1240,1280,1260
,12/10/2018,32,Desi,1240,1260,1250
,13/10/2018,35,Desi,1240,1280,1260
,14/10/2018,35,Desi,1240,1280,1260
,15/10/2018,31,Desi,1250,1290,1270
,16/10/2018,32,Desi,1250,1290,1270
,17/10/2018,32,Desi,1260,1280,1270
,19/10/2018,33,Desi,1250,1290,1270
,20/10/2018,35,Desi,1250,1270,1260
,21/10/2018,35,Desi,1230,1270,1250
,22/10/2018,35,Desi,1250,1290,1270
,23/10/2018,35,Desi,1250,1270,1260
,24/10/2018,34,Desi,1250,1270,1260
,26/10/2018,32,Desi,1240,1280,1260
,27/10/2018,32,Desi,1240,1280,1260
,28/10/2018,34,Desi,1240,1260,1250
,29/10/2018,33,Desi,1260,1280,1270
,30/10/2018,35,Desi,1230,1270,1250
,31/10/2018,34,Desi,1240,1280,1260
Agra,03/10/2018,1120,Desi,1200,1350,1270
,04/10/2018,1132,Desi,1200,1400,1300
,05/10/2018,1108,Desi,1180,1320,1250
,06/10/2018,1082,Desi,1200,1350,1280
,08/10/2018,1055,Desi,1300,1450,1370
,09/10/2018,985,Desi,1350,1500,1420
,10/10/2018,970,Desi,1350,1520,1450
,11/10/2018,1080,Desi,1320,1500,1400
,13/10/2018,1090,Desi,1400,1550,1480
,15/10/2018,1180,Desi,1380,1550,1460
,16/10/2018,1210,Desi,1400,1600,1500
,17/10/2018,1248,Desi,1380,1550,1450
,18/10/2018,1220,Desi,1400,1550,1480
,19/10/2018,1260,Desi,1400,1600,1500
,20/10/2018,1300,Desi,1320,1500,1410
,22/10/2018,1388,Desi,1300,1500,1400
,23/10/2018,1402,Desi,1350,1500,1420
,24/10/2018,1400,Desi,1380,1580,1450
,25/10/2018,1700,Desi,1320,1500,1400
,26/10/2018,1705,Desi,1340,1500,1420
,27/10/2018,1750,Desi,1350,1500,1410
,29/10/2018,1310,Desi,1300,1500,1400
,30/10/2018,1875,Desi,1320,1500,1410
,31/10/2018,1785,Desi,1360,1550,1450
Ahirora,01/10/2018,20.3,Other,1000,1200,1100
,04/10/2018,31,Other,600,800,700
,05/10/2018,30,Other,600,800,700
,06/10/2018,20,Other,800,1000,900
