<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:984e755b07a111b122af12e80e0221790bfccc4c409b00d31ab5fc679700ce90
size 52365
=======
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Agra,02/01/2012,1450,Desi,280,350,300
,03/01/2012,700,Desi,380,430,400
,04/01/2012,800,Desi,360,400,380
,05/01/2012,920,Desi,330,380,350
,06/01/2012,1070,Desi,300,350,320
,07/01/2012,840,Desi,420,461,450
,09/01/2012,810,Desi,450,500,485
,10/01/2012,820,Desi,450,500,480
,11/01/2012,1110,Desi,280,340,300
,12/01/2012,1100,Desi,280,340,305
,13/01/2012,1165,Desi,270,310,290
,14/01/2012,1100,Desi,280,330,300
,16/01/2012,1080,Desi,300,350,320
,17/01/2012,1110,Desi,280,340,315
,18/01/2012,1085,Desi,315,360,335
,19/01/2012,1090,Desi,280,360,320
,20/01/2012,1140,Desi,280,340,316
,23/01/2012,1120,Desi,300,350,325
,24/01/2012,1110,Desi,300,360,330
,27/01/2012,1125,Desi,310,360,330
,30/01/2012,1190,,NR,NR,NR
,31/01/2012,1170,Desi,300,350,325
Ait,03/01/2012,20,Other,NR,NR,400
Ajuha,02/01/2012,67.5,,NR,NR,NR
,05/01/2012,70,,NR,NR,NR
,09/01/2012,72.5,,NR,NR,NR
,12/01/2012,75,,NR,NR,NR
,16/01/2012,77.5,Badshah,NR,NR,320
,19/01/2012,85,Badshah,NR,NR,330
,22/01/2012,62.5,Badshah,NR,NR,330
,23/01/2012,77.5,Badshah,NR,NR,325
Akbarpur,01/01/2012,650,Other,350,400,375
,02/01/2012,15,Other,2550,2700,2570
,03/01/2012,320,Other,350,400,375
,04/01/2012,650,Other,350,400,370
,05/01/2012,520,Other,350,400,375
,06/01/2012,540,Other,350,400,370
,07/01/2012,620,Other,350,400,370
,08/01/2012,450,Other,350,450,380
,09/01/2012,470,Other,350,450,380
,10/01/2012,320,Other,400,450,410
,11/01/2012,540,Other,400,450,410
,12/01/2012,520,Other,375,450,400
,13/01/2012,640,Other,370,450,390
,14/01/2012,520,Other,350,400,380
,15/01/2012,540,Other,350,400,380
,16/01/2012,520,Other,350,400,380
,17/01/2012,620,Other,350,450,380
,18/01/2012,340,Other,350,400,370
,19/01/2012,640,Other,350,425,380
,20/01/2012,650,Other,350,400,360
,21/01/2012,520,Other,350,410,365
,22/01/2012,620,Other,350,400,365
,23/01/2012,560,Other,350,400,365
Aligarh,02/01/2012,250,Desi,300,360,320
,03/01/2012,170,Desi,300,370,340
,04/01/2012,190,Desi,300,370,320
,05/01/2012,190,Desi,300,360,330
,06/01/2012,170,Desi,300,360,320
,07/01/2012,190,Desi,290,340,305
,09/01/2012,170,Desi,280,320,305
,10/01/2012,190,Desi,270,320,300
,11/01/2012,200,Desi,260,320,300
,12/01/2012,230,Desi,260,325,305
,13/01/2012,220,Desi,260,325,305
,14/01/2012,200,Desi,260,325,310
,16/01/2012,190,Desi,260,320,305
,17/01/2012,210,Desi,260,320,305
,18/01/2012,220,,NR,NR,NR
,19/01/2012,230,,NR,NR,NR
,20/01/2012,210,Desi,260,320,305
,21/01/2012,200,Desi,260,330,310
,23/01/2012,160,Desi,270,330,310
,24/01/2012,170,Desi,290,350,315
,25/01/2012,180,Desi,290,350,320
,26/01/2012,190,Desi,290,350,320
,27/01/2012,180,Desi,290,350,320
,28/01/2012,200,Desi,270,340,310
,30/01/2012,180,Desi,280,340,320
Allahabad,02/01/2012,320,,NR,NR,NR
,03/01/2012,250,,NR,NR,NR
,04/01/2012,340,,NR,NR,NR
,06/01/2012,280,,NR,NR,NR
,07/01/2012,320,,NR,NR,NR
,09/01/2012,280,,NR,NR,NR
,10/01/2012,180,,NR,NR,NR
,11/01/2012,260,,NR,NR,NR
,12/01/2012,320,,NR,NR,NR
,13/01/2012,280,,NR,NR,NR
,16/01/2012,320,Badshah,NR,NR,350
,17/01/2012,360,Badshah,NR,NR,300
,18/01/2012,330,Badshah,NR,NR,300
,19/01/2012,280,Badshah,NR,NR,300
,20/01/2012,300,Badshah,NR,NR,300
,21/01/2012,340,Badshah,NR,NR,300
,24/01/2012,360,Badshah,NR,NR,300
,25/01/2012,320,,NR,NR,NR
,27/01/2012,350,,NR,NR,NR
,28/01/2012,330,,NR,NR,NR
Amroha,05/01/2012,11,Other,NR,NR,305
,06/01/2012,12,Other,NR,NR,300
,07/01/2012,11,Other,NR,NR,305
,08/01/2012,9,Other,NR,NR,305
,09/01/2012,9,Other,NR,NR,300
,10/01/2012,8,Other,NR,NR,305
,11/01/2012,9,Other,NR,NR,300
,12/01/2012,12,Other,NR,NR,305
,13/01/2012,11,Other,NR,NR,300
,14/01/2012,9,Other,NR,NR,305
,15/01/2012,8,Other,NR,NR,310
,16/01/2012,9,Other,NR,NR,310
,17/01/2012,11,Other,NR,NR,315
,18/01/2012,12,Other,NR,NR,320
,19/01/2012,11,Other,NR,NR,315
,20/01/2012,9,Other,NR,NR,320
,21/01/2012,11,Other,NR,NR,320
,22/01/2012,9,Other,NR,NR,315
,23/01/2012,12,Other,NR,NR,315
,24/01/2012,8,Other,NR,NR,335
,25/01/2012,7,Other,NR,NR,340
,26/01/2012,6,Other,NR,NR,350
,27/01/2012,9,Other,NR,NR,350
,28/01/2012,8,Other,NR,NR,345
,29/01/2012,7,Other,NR,NR,335
,30/01/2012,7,Other,NR,NR,330
,31/01/2012,8,Other,NR,NR,325
Anwala,31/01/2012,387,Desi,NR,NR,340
Auraiya,05/01/2012,230,Desi,NR,NR,360
,06/01/2012,240,Desi,NR,NR,300
,07/01/2012,215,Desi,NR,NR,280
,09/01/2012,230,Desi,NR,NR,280
,10/01/2012,210,Desi,NR,NR,275
,12/01/2012,210,Desi,NR,NR,300
,13/01/2012,200,Desi,NR,NR,300
,14/01/2012,215,Desi,NR,NR,300
,16/01/2012,230,Desi,NR,NR,290
,17/01/2012,240,Desi,NR,NR,285
,18/01/2012,190,Desi,NR,NR,275
,19/01/2012,215,Desi,NR,NR,305
,20/01/2012,225,Desi,NR,NR,300
,21/01/2012,200,Desi,NR,NR,300
,23/01/2012,205,Desi,NR,NR,300
,24/01/2012,220,Desi,NR,NR,290
