<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:8a96903402bb7e3418e4f982c9a8d1873ba9b1f90a6960445cc6dc7e50dc00af
size 52423
=======
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Agra,02/03/2012,930,Desi,400,430,415
,03/03/2012,870,Desi,400,450,425
,05/03/2012,850,Desi,400,460,430
,07/03/2012,840,Desi,410,480,450
,09/03/2012,810,Desi,450,499,485
,10/03/2012,820,Desi,460,499,480
,12/03/2012,800,Desi,460,490,485
,13/03/2012,770,Desi,465,525,495
,14/03/2012,830,Desi,460,520,490
,15/03/2012,815,Desi,450,510,490
,16/03/2012,795,Desi,440,515,495
,17/03/2012,845,Desi,460,500,485
,20/03/2012,765,Desi,580,620,620
,22/03/2012,520,Desi,580,620,600
,23/03/2012,835,Desi,600,650,625
,24/03/2012,860,Desi,600,640,620
,26/03/2012,890,Desi,600,640,620
,27/03/2012,960,Desi,600,630,615
,29/03/2012,985,Desi,600,650,625
,30/03/2012,970,Desi,600,670,635
,31/03/2012,1010,Desi,580,620,600
Ajuha,01/03/2012,90,,NR,NR,NR
,05/03/2012,82.5,,NR,NR,NR
,07/03/2012,80,,NR,NR,NR
,12/03/2012,90,,NR,NR,NR
,15/03/2012,75,,NR,NR,NR
,19/03/2012,90,,NR,NR,NR
,22/03/2012,80,,NR,NR,NR
,26/03/2012,77.5,,NR,NR,NR
,29/03/2012,72.5,,NR,NR,NR
Akbarpur,01/03/2012,470,Other,480,525,500
,02/03/2012,320,Other,470,510,490
,03/03/2012,470,Other,480,525,500
,04/03/2012,340,Other,480,550,500
,05/03/2012,320,Other,480,550,500
,06/03/2012,101,Other,590,620,605
,07/03/2012,90,Other,590,610,605
,08/03/2012,114,Other,580,625,600
,09/03/2012,107,Other,590,625,600
,10/03/2012,115,Other,580,620,600
,11/03/2012,120,Other,590,620,600
,12/03/2012,320,Other,480,540,500
,13/03/2012,105,Other,580,600,590
,14/03/2012,105,Other,580,610,590
,15/03/2012,330,Other,520,570,540
,16/03/2012,330,Other,550,590,580
,17/03/2012,230,Other,575,650,600
,18/03/2012,230,Other,575,650,600
,19/03/2012,120,Other,550,650,600
,20/03/2012,220,Other,550,650,600
,21/03/2012,230,Other,575,650,600
,22/03/2012,10,,NR,NR,NR
,23/03/2012,220,Other,600,700,630
,24/03/2012,325,Other,600,700,650
,25/03/2012,260,Other,625,675,650
,26/03/2012,220,Other,550,675,600
,27/03/2012,510,Other,540,650,580
Aligarh,01/03/2012,180,Desi,430,510,480
,02/03/2012,200,Desi,440,530,490
,03/03/2012,210,Desi,450,550,500
,05/03/2012,300,Desi,440,530,470
,12/03/2012,240,Desi,420,520,470
,13/03/2012,190,Desi,400,500,460
,14/03/2012,210,Desi,400,500,450
,15/03/2012,180,Desi,450,590,500
,16/03/2012,230,Desi,450,590,520
,17/03/2012,260,Desi,500,600,550
,19/03/2012,320,Desi,550,670,600
,20/03/2012,340,Desi,550,650,580
,21/03/2012,320,Desi,540,630,570
,22/03/2012,300,Desi,560,660,600
,23/03/2012,340,Desi,580,650,620
,24/03/2012,320,Desi,580,660,630
,26/03/2012,310,Desi,600,680,630
,27/03/2012,290,Desi,600,680,640
,28/03/2012,320,Desi,630,700,670
,29/03/2012,300,Desi,640,710,680
,30/03/2012,320,Desi,650,740,700
Allahabad,01/03/2012,125,,NR,NR,NR
,02/03/2012,130,,NR,NR,NR
,03/03/2012,750,,NR,NR,NR
,05/03/2012,800,,NR,NR,NR
,12/03/2012,250,Badshah,NR,NR,450
,13/03/2012,160,Badshah,NR,NR,400
,14/03/2012,200,Badshah,NR,NR,400
,16/03/2012,130,Badshah,NR,NR,450
,17/03/2012,120,Badshah,NR,NR,500
,19/03/2012,110,Badshah,NR,NR,525
,20/03/2012,130,Badshah,NR,NR,530
,21/03/2012,120,Badshah,NR,NR,5300
,22/03/2012,90,Badshah,NR,NR,540
,23/03/2012,100,Badshah,NR,NR,550
,26/03/2012,80,,NR,NR,NR
,27/03/2012,95,,NR,NR,NR
,29/03/2012,90,,NR,NR,NR
Amroha,04/03/2012,5,Other,NR,NR,380
,05/03/2012,8,Other,NR,NR,390
,07/03/2012,4,Other,NR,NR,400
,09/03/2012,5,Other,NR,NR,415
,10/03/2012,4,Other,NR,NR,425
,11/03/2012,3,Other,NR,NR,430
,12/03/2012,6,Other,NR,NR,435
,13/03/2012,5,Other,NR,NR,440
,14/03/2012,6,Other,NR,NR,435
,15/03/2012,5,Other,NR,NR,430
,16/03/2012,7,Other,NR,NR,440
,17/03/2012,6,Other,NR,NR,445
,18/03/2012,5,Other,NR,NR,450
,19/03/2012,7,Other,NR,NR,450
,20/03/2012,6,Other,NR,NR,450
,21/03/2012,7,Other,NR,NR,460
,22/03/2012,8,Other,NR,NR,450
,23/03/2012,7,Other,NR,NR,460
,24/03/2012,6,Other,NR,NR,450
,25/03/2012,5,Other,NR,NR,440
,26/03/2012,8,Other,NR,NR,450
,27/03/2012,9,Other,NR,NR,475
,28/03/2012,8,Other,NR,NR,475
,29/03/2012,7,Other,NR,NR,470
,30/03/2012,6,Other,NR,NR,475
,31/03/2012,5,Other,NR,NR,480
Anwala,31/03/2012,320,Desi,NR,NR,500
Auraiya,01/03/2012,110,Desi,NR,NR,475
,02/03/2012,120,Desi,NR,NR,485
,03/03/2012,135,Desi,NR,NR,480
,05/03/2012,150,Desi,NR,NR,435
,06/03/2012,140,Desi,NR,NR,450
,07/03/2012,150,Desi,NR,NR,480
,09/03/2012,140,Desi,NR,NR,475
,10/03/2012,160,Desi,NR,NR,485
,12/03/2012,140,Desi,NR,NR,500
,13/03/2012,130,Desi,NR,NR,500
,14/03/2012,150,Desi,NR,NR,500
,15/03/2012,120,Desi,NR,NR,500
,16/03/2012,155,Desi,NR,NR,510
,17/03/2012,140,Desi,NR,NR,510
,19/03/2012,130,Desi,NR,NR,510
,20/03/2012,110,Desi,NR,NR,500
,21/03/2012,120,Desi,NR,NR,500
,22/03/2012,110,Desi,NR,NR,510
,23/03/2012,105,Desi,NR,NR,510
,24/03/2012,150,Desi,NR,NR,500
,26/03/2012,120,Desi,NR,NR,560
,27/03/2012,100,Desi,NR,NR,575
,28/03/2012,90,Desi,NR,NR,600
,29/03/2012,75,Desi,NR,NR,600
,30/03/2012,80,Desi,NR,NR,600
,31/03/2012,70,Desi,NR,NR,600
Azamgarh,01/03/2012,25,Other,465,485,475
,02/03/2012,30,Other,465,485,475
,03/03/2012,30,Other,470,490,480
,05/03/2012,3.5,Other,480,500,490
,06/03/2012,40,Other,490,510,500
,07/03/2012,30,Other,490,510,500
,09/03/2012,20,Other,500,520,510
,12/03/2012,30,Other,505,525,515
,13/03/2012,40,Other,510,530,520
,14/03/2012,30,Other,540,560,550
,16/03/2012,40,Other,590,610,600
,17/03/2012,40,Other,600,620,610
,20/03/2012,40,Other,615,635,625
,21/03/2012,30,Other,630,650,640
,22/03/2012,40,Other,640,660,650
,23/03/2012,25,Other,630,650,640
