<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:953980d7bbc9504895bba4661a84e4bc93c2aa8e6b6433cfa4a75b4717b80317
size 81208
=======
DATE,AVG,STD
2016-01-01,7646.333333333333,1202.6934586816192
2016-01-02,7646.333333333333,1202.6934586816192
2016-01-03,7637.444444444444,1208.6545728797826
2016-01-04,7621.888888888889,1215.7265571370872
2016-01-05,7612.333333333333,1221.0785760502429
2016-01-06,7605.222222222222,1224.6005950039182
2016-01-07,7592.68253968254,1227.0142754874273
2016-01-08,7564.428571428572,1240.8163101951307
2016-01-09,7553.317460317459,1242.9978922512676
2016-01-10,7541.952380952381,1246.5699733319018
2016-01-11,7527.47619047619,1253.8805036606627
2016-01-12,7514.333333333333,1261.5227130557562
2016-01-13,7499.47619047619,1271.4474441260259
2016-01-14,7493.190476190476,1276.2516296648641
2016-01-15,7485.571428571429,1282.1372781414632
2016-01-16,7484.746031746032,1282.8074178348847
2016-01-17,7485.6984126984125,1282.187182817433
2016-01-18,7481.174603174602,1285.4934009751344
2016-01-19,7476.650793650793,1288.9210669218076
2016-01-20,7466.111111111111,1295.2814175372407
2016-01-21,7454.619047619048,1302.9922096515768
2016-01-22,7447.015873015874,1308.401024771295
2016-01-23,7442.190476190476,1311.9507588514114
2016-01-24,7440.111111111111,1313.4459154603612
2016-01-25,7437.611111111111,1315.358170721553
2016-01-26,7430.111111111111,1321.4525490936753
2016-01-27,7429.166666666667,1322.1528109698802
2016-01-28,7427.111111111111,1323.7082405775222
2016-01-29,7425.055555555556,1325.3064798121598
2016-01-30,7423.0,1326.947373987881
2016-01-31,7422.52380952381,1327.3335725048216
2016-02-01,7414.714285714286,1333.9480249744865
2016-02-02,7401.063492063492,1343.0120586840324
2016-02-03,7393.444444444446,1346.103673954204
2016-02-04,7386.936507936508,1349.7861028909622
2016-02-05,7385.984126984126,1351.94766663627
2016-02-06,7395.6984126984125,1347.5090186353498
2016-02-07,7407.380952380952,1347.0007443542877
2016-02-08,7418.11111111111,1353.579871723794
2016-02-09,7418.52380952381,1354.0238210373213
2016-02-10,7426.714285714286,1355.968183360404
2016-02-11,7434.904761904762,1358.8815896181588
2016-02-12,7441.571428571429,1361.5298818048832
2016-02-13,7443.47619047619,1362.3694811520859
2016-02-14,7444.111111111111,1362.6575160959703
2016-02-15,7445.0,1363.0676187678046
2016-02-16,7450.333333333333,1365.6957526802553
2016-02-17,7453.0,1367.1171615239614
2016-02-18,7456.4920634920645,1370.3841632367503
2016-02-19,7457.7619047619055,1372.471921243992
2016-02-20,7466.809523809524,1379.864083483909
2016-02-21,7465.857142857143,1380.634360754229
2016-02-22,7466.015873015873,1382.2117669180443
2016-02-23,7465.619047619048,1384.607949783322
2016-02-24,7463.0,1385.405837050405
2016-02-25,7461.333333333333,1385.4355111500338
2016-02-26,7459.666666666667,1385.4932535222088
2016-02-27,7459.666666666667,1385.4932535222088
2016-02-28,7459.666666666667,1385.4932535222088
2016-02-29,7459.666666666667,1385.4932535222088
2016-03-01,7457.761904761905,1384.0806243146294
2016-03-02,7457.761904761905,1381.1284912335464
2016-03-03,7458.079365079365,1379.9429519978194
2016-03-04,7455.6984126984125,1376.9563954940486
2016-03-05,7444.746031746032,1374.8366864235566
2016-03-06,7443.31746031746,1371.3298230174616
2016-03-07,7440.777777777778,1367.3374369243
2016-03-08,7440.460317460316,1364.7706428310157
2016-03-09,7438.2380952380945,1363.5858555615514
2016-03-10,7440.142857142857,1361.9536587958796
2016-03-11,7440.936507936508,1359.7848343272601
2016-03-12,7450.3015873015875,1356.9692550249222
2016-03-13,7450.142857142857,1355.6575631668304
2016-03-14,7451.0952380952385,1354.8941738092399
2016-03-15,7460.047619047619,1358.2921816728722
2016-03-16,7469.0,1362.3376967551035
2016-03-17,7473.0,1364.974725040724
2016-03-18,7479.666666666667,1369.7219506973752
2016-03-19,7486.333333333333,1374.9054108879232
2016-03-20,7493.0,1380.5201918117677
2016-03-21,7493.0,1380.5201918117677
2016-03-22,7493.0,1380.5201918117677
2016-03-23,7493.0,1380.5201918117677
2016-03-24,7493.0,1380.5201918117677
2016-03-25,7493.0,1380.5201918117677
2016-03-26,7493.0,1380.5201918117677
2016-03-27,7493.0,1380.5201918117677
2016-03-28,7489.190476190476,1383.6064446405248
2016-03-29,7485.380952380952,1386.8323390042276
2016-03-30,7481.571428571429,1390.196902806012
2016-03-31,7477.761904761905,1393.6991317502032
2016-04-01,7473.952380952381,1397.3379907228816
2016-04-02,7470.777777777778,1400.4739762040174
2016-04-03,7466.333333333333,1405.0213126101999
2016-04-04,7466.333333333333,1405.0213126101999
2016-04-05,7466.333333333333,1405.0213126101999
2016-04-06,7466.333333333333,1405.0213126101999
2016-04-07,7477.444444444444,1397.9768273746683
2016-04-08,7488.555555555556,1392.138757806726
2016-04-09,7499.666666666667,1387.5223321526116
2016-04-10,7489.666666666667,1388.7445969491855
2016-04-11,7481.571428571428,1389.5116648184955
