<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:fa424b7466a41fa1372650f1025fb99353cb61d93a6356a8e6852aaf7bc936fe
size 30460
=======
STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO,STATENAME,MANDINAME
2016-01-01,2016-02-13,,,Anomaly,1.9900497512437807,KARNATAKA,BANGALORE
2016-01-01,2016-02-13,,,Anomaly,1.7621145374449338,UTTAR PRADESH,JALAUN
2016-01-01,2016-02-13,,,Anomaly,2.106430155210643,KARNATAKA,HUBLI (AMARAGOL)
2016-01-01,2016-02-13,,,Anomaly,1.7882209482717182,KARNATAKA,DAVANGERE
2016-01-15,2016-02-27,,,Anomaly,1.6557978397915516,MAHARASHTRA,LASALGAON
2016-01-22,2016-03-05,,,Anomaly,1.7981494731286942,KARNATAKA,BELGAUM
2016-02-15,2016-03-29,Anomaly,,Anomaly,4.212860310421286,KARNATAKA,DAVANGERE
2016-02-15,2016-03-29,Anomaly,,Anomaly,1.9230769230769231,KARNATAKA,HUBLI (AMARAGOL)
2016-02-15,2016-03-29,Anomaly,,Anomaly,1.9900497512437807,KARNATAKA,BANGALORE
2016-03-07,2016-04-19,Normal,,Anomaly,1.5369261477045908,KARNATAKA,BELGAUM
2016-03-14,2016-04-26,Normal,,Anomaly,1.3311148086522462,UTTAR PRADESH,JALAUN
2016-04-04,2016-05-17,Normal,,Anomaly,1.5258215962441315,KARNATAKA,DAVANGERE
2016-04-04,2016-05-17,Anomaly,,Anomaly,1.195219123505976,KARNATAKA,BANGALORE
2016-04-04,2016-05-17,Anomaly,,Anomaly,2.242524916943521,KARNATAKA,HUBLI (AMARAGOL)
2016-05-23,2016-07-05,Anomaly,,Anomaly,1.7412935323383083,KARNATAKA,BANGALORE
2016-06-20,2016-08-02,Normal,,Anomaly,1.7241379310344829,UTTAR PRADESH,JALAUN
2016-07-11,2016-08-23,Normal,,Anomaly,1.3944223107569722,KARNATAKA,BANGALORE
2016-08-08,2016-09-20,Normal,,Anomaly,1.3311148086522462,UTTAR PRADESH,JALAUN
2016-08-08,2016-09-20,Normal,,Anomaly,2.1956087824351296,KARNATAKA,DAVANGERE
