<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:402c7afdc99c8064fdcf01dd12a0a1c1c4309e1bb75aa6c6fd33e8c31e1b3e23
size 22088
=======
STARTDATE,ENDDATE,MEAN,STD,VALUE,lastYear
2017-01-01,2017-02-13,35.750505523155255,8.021787695832632,28.167410198200784,Normal
2017-01-08,2017-02-20,33.90832753685908,6.034420227583348,28.65350877106299,Normal
2017-01-15,2017-02-27,33.70657315111452,6.202083704237003,28.28409090866477,Normal
2017-01-22,2017-03-06,32.527280221569065,5.620012997418822,27.755050504119314,Normal
2017-01-29,2017-03-13,37.0711372986567,9.956135428138749,30.15596696866885,Normal
2017-02-05,2017-03-20,36.593798458986114,9.687831490317267,29.508239695941576,Normal
2017-02-12,2017-03-27,35.63925300444066,9.05146785395363,29.19005787775976,Normal
2017-02-19,2017-04-03,34.687548458986114,8.40089967213545,28.917330605032486,Normal
2017-02-26,2017-04-10,33.82959391353157,8.042945126680904,28.144603332305213,Normal
2017-03-05,2017-04-17,32.693230277167935,7.770217853953631,27.349148786850666,Normal
2017-03-12,2017-04-24,31.103205025133846,7.19660674282863,24.07137100957794,Normal
2017-03-19,2017-05-01,26.900568181079542,3.7732954543522723,23.292045454000004,Normal
2017-03-26,2017-05-08,26.060470778203854,3.5679383117734234,22.7027597391577,Normal
2017-04-02,2017-05-15,25.661323050664784,3.17163149385794,22.69991882953412,Normal
2017-04-09,2017-05-22,25.127232141573874,2.9784496756761225,22.330600647715936,Normal
2017-04-16,2017-05-29,25.180073050664785,2.656290584767031,22.927191556806847,Normal
2017-04-23,2017-06-05,25.136113720370147,2.4646039817451224,23.714272896217572,Normal
2017-04-30,2017-06-12,25.4883864477139,2.623694890907054,25.799500168518716,Normal
2017-05-07,2017-06-19,26.062250084532085,2.8248312544525085,26.899500169064165,Normal
2017-05-14,2017-06-26,25.58189294174016,2.771097487727381,26.488785883480332,Normal
2017-05-21,2017-07-03,25.32871753845291,2.532126629361999,26.531399520376638,Normal
2017-05-28,2017-07-10,25.06083084859121,2.3609228788286334,26.50779815773012,Normal
2017-06-04,2017-07-17,25.28201919968836,2.5252930481076032,26.89335667810624,Normal
2017-06-11,2017-07-24,24.70309182860474,2.9792204191912175,26.76835667810624,Normal
2017-06-18,2017-07-31,24.397905184405417,2.449179791089406,25.792977890085407,Normal
2017-06-25,2017-08-07,24.099041548041782,2.8162252456348607,25.12252334463086,Normal
2017-07-02,2017-08-14,24.21873372062212,3.2016052703528306,25.10304761381583,Normal
2017-07-09,2017-08-21,24.575990810574435,3.263315784613176,25.547103590966643,Normal
2017-07-16,2017-08-28,24.931104412413198,3.163883931906481,25.882330794644165,Normal
2017-07-23,2017-09-04,24.165679573723505,2.4555325471729588,23.357418207051918,Normal
2017-07-30,2017-09-11,24.48063460829435,2.487799734508685,23.06196366159737,Normal
2017-08-06,2017-09-18,24.92002854797238,2.7074967039215636,24.179387904589795,Normal
2017-08-13,2017-09-25,26.183554292223015,2.7394255051254732,26.41098484763652,Normal
2017-08-20,2017-10-02,25.782986110278568,3.007417929809817,25.15909090855824,Normal
2017-08-27,2017-10-09,25.864064222461888,3.702132405629498,24.30681818128551,Normal
2017-09-03,2017-10-16,25.793041495189154,4.420882405629498,23.505681817649148,Normal
2017-09-10,2017-10-23,25.312296545960542,5.111223314769728,22.334595959280303,Normal
2017-09-17,2017-10-30,25.087391243054526,5.165674072221196,21.448232322916667,Normal
2017-09-24,2017-11-06,23.672618515781803,5.455446799493924,18.334595959280303,Normal
2017-10-01,2017-11-13,23.386902918924935,5.790943323280997,17.65277777746212,Normal
2017-10-08,2017-11-20,22.282594291045882,5.578680149947395,16.726641413825757,Normal
2017-10-15,2017-11-27,22.220277793953954,6.297763174764305,15.922514619189645,Anomaly
2017-10-22,2017-12-04,22.01497477473041,6.170111671260461,15.844863103469947,Normal
2017-10-29,2017-12-11,22.237913647348634,7.202788548746701,15.035125098601931,Anomaly
2017-11-05,2017-12-18,22.158909317799313,7.669238764651926,14.489670553147386,Anomaly
2017-11-12,2017-12-25,21.691363892926447,7.508511521597239,14.182852371329206,Anomaly
2017-11-19,2018-01-01,21.959783640875525,7.943690657772405,14.10330691621557,Normal
2017-11-26,2018-01-08,24.063248054045815,10.045817484388031,14.282433710851683,Normal
2017-12-03,2018-01-15,24.847425051353795,10.388543343911147,14.149169247590974,Anomaly
2017-12-10,2018-01-22,25.85018177400806,10.774713548258875,14.329093490157264,Anomaly
2017-12-17,2018-01-29,26.55217798452311,10.561627732358758,14.97469008119952,Anomaly
2017-12-24,2018-02-05,28.063870072711676,10.744610135000533,16.26446280847225,Anomaly
2017-12-31,2018-02-12,29.531727999735338,11.040115573770764,17.605536589543235,Anomaly
2018-01-07,2018-02-19,28.863254507026532,9.543074652463988,18.211833938107986,Anomaly
2018-01-14,2018-02-26,28.776087689371597,8.78949063951178,19.14238949315849,Anomaly
2018-01-21,2018-03-05,28.16761114900854,8.2553389380713,19.107363912978414,Anomaly
2018-01-28,2018-03-12,28.543716295023682,8.815458666640465,19.076113912978414,Anomaly
2018-02-04,2018-03-19,31.084115731529007,11.918378860430527,19.746568458432957,Normal
2018-02-11,2018-03-26,30.555123889875787,11.135161774164452,20.159592933473302,Normal
2018-02-18,2018-04-02,30.206384782542273,10.374559191727071,20.98837561147276,Normal
2018-02-25,2018-04-09,29.950138424747127,9.54965608299451,21.86168199263278,Normal
2018-03-04,2018-04-16,29.391847179124227,8.71233309836427,22.539080983036815,Normal
2018-03-11,2018-04-23,28.695586958136484,7.261064304206131,23.69853264232356,Normal
2018-03-18,2018-04-30,25.981897244060505,3.8278160766439915,23.837737188204244,Normal
2018-03-25,2018-05-07,25.24531715711307,3.66053505346817,23.50137355129515,Normal
2018-04-01,2018-05-14,24.724119604649342,3.4772328447852696,22.73607634898208,Normal
2018-04-08,2018-05-21,24.422709118248132,3.278817141999582,22.888663071596646,Normal
2018-04-15,2018-05-28,24.438219996408062,3.079821562677195,22.874968433349157,Normal
2018-04-22,2018-06-04,24.562322867120727,2.8096035245382285,23.312468433349157,Normal
2018-04-29,2018-06-11,24.733829601090637,2.8911353757618516,23.55994318113956,Normal
2018-05-06,2018-06-18,24.71467976982801,3.373346597674845,22.201357322238042,Normal
2018-05-13,2018-06-25,24.393684098875823,3.4210193058627922,21.8809027767835,Normal
2018-05-20,2018-07-02,23.77776960079308,3.415349974153511,20.6986009982007,Normal
2018-05-27,2018-07-09,23.230333754276717,3.8812844632011196,19.336385089242956,Anomaly
2018-06-03,2018-07-16,22.800141162873224,4.449135989978918,17.995475998333863,Anomaly
2018-06-10,2018-07-23,21.98613980671648,5.167062966493469,16.122606679592742,Anomaly
2018-06-17,2018-07-30,21.475646591714543,4.941168368182896,15.54022031542371,Anomaly
2018-06-24,2018-08-06,21.164872181045354,5.083437463472851,15.160169810688858,Anomaly
2018-07-01,2018-08-13,21.101966794303596,5.477167966240965,14.95683847218771,Anomaly
