<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:ea0fc532304a37542a648613e0ed36d94a6e69904fe23e10b6aaec80795d31d6
size 22140
=======
STARTDATE,ENDDATE,MEAN,STD,VALUE,lastYear
2017-01-01,2017-02-13,143.92445631905906,34.83311945232571,176.29166668047566,Normal
2017-01-08,2017-02-20,142.6108515129141,31.047292423642887,171.1922348456479,Normal
2017-01-15,2017-02-27,147.5494002511699,25.663036614806266,172.98516413870345,Normal
2017-01-22,2017-03-06,151.0220959897669,26.490845926635394,177.28566918912958,Normal
2017-01-29,2017-03-13,151.45000366009666,29.646026324237848,180.86875725706176,Normal
2017-02-05,2017-03-20,145.02023454832536,30.66905441542516,175.46201623647778,Normal
2017-02-12,2017-03-27,141.55846234435433,34.32400843757802,175.65519805465962,Normal
2017-02-19,2017-04-03,136.06178447763963,37.872785116317864,173.70729686668477,Normal
2017-02-26,2017-04-10,129.33451175036691,39.06596693449968,168.40047868486656,Normal
2017-03-05,2017-04-17,122.15003047157238,38.06673609194002,160.21676656351244,Anomaly
2017-03-12,2017-04-24,118.19295976475422,36.09830174875821,154.2912615135124,Normal
2017-03-19,2017-05-01,114.48558692486405,35.303266571762286,149.7888534966263,Normal
2017-03-26,2017-05-08,110.61813202911449,33.5367427923848,144.15487482149928,Normal
2017-04-02,2017-05-15,110.27343508791434,32.612500396639184,142.88593548455353,Normal
2017-04-09,2017-05-22,110.99549171422406,34.936829750221655,145.93232146444572,Normal
2017-04-16,2017-05-29,120.72976905464779,45.48664331888885,149.62550328262753,Normal
2017-04-23,2017-06-05,117.73763351618459,44.09359863046816,145.24032305574366,Normal
2017-04-30,2017-06-12,115.16592208364013,38.476432652469164,137.0514456452002,Normal
2017-05-07,2017-06-19,112.75320979653456,33.15138270246934,129.31368340809482,Normal
2017-05-14,2017-06-26,107.1360561168055,29.42059265910392,119.96573968500034,Normal
2017-05-21,2017-07-03,101.26889813642825,25.02864129086038,109.70663033637952,Normal
2017-05-28,2017-07-10,89.13632237856838,14.195307957811146,103.33163033637953,Normal
2017-06-04,2017-07-17,90.94655955132242,11.414190406448576,102.36074995777099,Normal
2017-06-11,2017-07-24,95.17973262790005,11.306017329444812,106.48574995734485,Normal
2017-06-18,2017-07-31,100.25454323424474,11.210373390334963,111.46491662457971,Anomaly
2017-06-25,2017-08-07,103.75055890348416,11.617500170758717,111.44558432669488,Normal
2017-07-02,2017-08-14,104.75148998753652,13.605642582621696,108.52556691351928,Normal
2017-07-09,2017-08-21,104.92913812126723,14.251967872526233,103.5333650034222,Normal
2017-07-16,2017-08-28,103.99853747163829,15.702049041079109,97.8117740943313,Normal
2017-07-23,2017-09-04,101.60374766512308,15.369242701399088,91.28848838584453,Normal
2017-07-30,2017-09-11,102.48322309250838,15.208011910107315,91.7373520226343,Normal
2017-08-06,2017-09-18,107.25202524449983,14.618859516644223,96.57041087207176,Normal
2017-08-13,2017-09-25,114.55773001925758,11.358609287341027,107.27904264431453,Normal
2017-08-20,2017-10-02,128.06883987095577,10.582563436292235,120.42764404348075,Normal
2017-08-27,2017-10-09,134.88133987095577,8.804154345383143,130.21173495257165,Normal
2017-09-03,2017-10-16,141.4064985675855,12.573090098753768,132.8497146829369,Normal
2017-09-10,2017-10-23,140.09859604989413,21.468814612594105,121.84632184184551,Normal
2017-09-17,2017-10-30,141.53641167840132,29.361175695646736,114.44291275093639,Normal
2017-09-24,2017-11-06,141.02189150443962,35.903473703503195,107.30654911457277,Normal
2017-10-01,2017-11-13,137.70125384539497,42.06722533861353,96.82721032496327,Normal
2017-10-08,2017-11-20,134.43670235474954,45.787471198701816,88.7060493378659,Normal
2017-10-15,2017-11-27,134.08688631881355,50.296378143728695,83.79050817508487,Normal
2017-10-22,2017-12-04,137.42016462543594,49.316291680476134,88.10387294495982,Normal
2017-10-29,2017-12-11,144.67163745154548,48.455511494908485,96.216125956637,Normal
2017-11-05,2017-12-18,151.5963533604233,51.3262501314852,100.27010322893813,Normal
2017-11-12,2017-12-25,156.41453517860512,52.076250131485196,104.33828504711995,Normal
2017-11-19,2018-01-01,164.48040488552022,53.04482787163904,111.95461749063242,Normal
2017-11-26,2018-01-08,165.11888717022097,50.00294010276448,121.02414786989839,Normal
2017-12-03,2018-01-15,163.2464966755489,47.692499140307376,128.17893058714344,Normal
2017-12-10,2018-01-22,158.3047644022933,43.960976067479685,130.94304600649653,Normal
2017-12-17,2018-01-29,150.28491827587342,37.20090386414687,133.24322083072246,Normal
2017-12-24,2018-02-05,148.65653373586713,33.452229418850806,138.35759372665223,Normal
2017-12-31,2018-02-12,143.40179892053217,29.51878812875309,140.36895736301588,Normal
