<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:d8f35fe7c5171ed4e65d1837feaa33cd79703a05ff86654b1e772abb7b6f54de
size 19198
=======
STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO
2016-01-01,2016-02-13,,,Normal,1.2705931943485116
2016-01-08,2016-02-20,,,Normal,1.5704772475027746
2016-01-15,2016-02-27,,,Normal,1.7130750605326877
2016-01-22,2016-03-05,,,Normal,1.6707021791767551
2016-01-29,2016-03-12,,,Normal,1.555690072639225
2016-02-01,2016-03-15,Normal,,Normal,1.555690072639225
2016-02-08,2016-03-22,Normal,,Normal,1.5314769975786926
2016-02-15,2016-03-29,Normal,,Normal,1.527002842376492
2016-02-22,2016-04-05,Normal,,Normal,1.527002842376492
2016-02-29,2016-04-12,Normal,,Normal,1.1887882637162888
2016-03-07,2016-04-19,Normal,,Normal,1.3873473917869037
2016-03-14,2016-04-26,Normal,,Normal,1.3873473917869037
2016-03-21,2016-05-03,Normal,,Normal,1.3318534961154274
2016-03-28,2016-05-10,Normal,,Normal,1.3555291319857312
2016-04-04,2016-05-17,Normal,,Normal,1.404494382022472
2016-04-11,2016-05-24,Normal,,Normal,1.4432989691186628
2016-04-18,2016-05-31,Normal,,Normal,1.3530927835487463
2016-04-25,2016-06-07,Normal,,Normal,1.4096916299559472
2016-05-02,2016-06-14,Normal,,Normal,1.395007342143906
2016-05-09,2016-06-21,Normal,,Normal,1.3274262447941316
2016-05-16,2016-06-28,Normal,,Normal,1.3274262447941316
2016-05-23,2016-07-05,Normal,,Normal,1.4684287812041117
2016-05-30,2016-07-12,Normal,,Normal,1.4684287812041117
2016-06-06,2016-07-19,Normal,,Normal,1.4684287812041117
2016-06-13,2016-07-26,Normal,,Normal,1.49812734082397
2016-06-20,2016-08-02,Normal,,Normal,1.529338327091136
2016-06-27,2016-08-09,Normal,,Normal,1.529338327091136
2016-07-04,2016-08-16,Normal,,Normal,1.4830508474576272
2016-07-11,2016-08-23,Normal,,Normal,1.52288516664312
2016-07-18,2016-08-30,Normal,,Normal,3.4900284900284904
2016-07-25,2016-09-06,Normal,,Normal,3.4900284900284904
2016-08-01,2016-09-13,Normal,,Normal,3.2051282051282053
2016-08-08,2016-09-20,Normal,,Normal,2.9914529914529915
2016-08-15,2016-09-27,Normal,,Normal,2.8347578347578346
2016-08-22,2016-10-04,Normal,,Normal,2.7777777777777777
2016-08-29,2016-10-11,Normal,,Normal,1.2341935698557658
2016-09-05,2016-10-18,Normal,,Normal,1.2277318234167305
2016-09-12,2016-10-25,Normal,,Normal,1.2277318234167305
2016-09-19,2016-11-01,Normal,,Normal,1.2277318234167305
2016-09-26,2016-11-08,Normal,,Normal,1.2600405556119074
2016-10-03,2016-11-15,Normal,,Normal,1.256443298969072
2016-10-10,2016-11-22,Normal,,Normal,1.3790664781173414
2016-10-17,2016-11-29,Normal,,Normal,1.3790664781173414
2016-10-24,2016-12-06,Normal,,Normal,1.3790664781173414
2016-10-31,2016-12-13,Normal,,Normal,1.3790664781173414
2016-11-07,2016-12-20,Normal,,Normal,1.30834512026517
2016-11-14,2016-12-27,Normal,,Normal,1.3790664781173414
2016-11-21,2017-01-03,Normal,,Normal,1.2483994878361075
2016-11-28,2017-01-10,Normal,,Normal,1.2483994878361075
2016-12-05,2017-01-17,Normal,,Normal,1.2483994878361075
2016-12-12,2017-01-24,Normal,,Normal,1.2248743718592965
2016-12-19,2017-01-31,Normal,,Normal,1.0821309655937847
2016-12-26,2017-02-07,Normal,,Normal,1.09322974472808
2017-01-01,2017-02-13,Normal,Normal,Normal,1.09322974472808
2017-01-08,2017-02-20,Normal,Normal,Normal,1.09322974472808
2017-01-15,2017-02-27,Normal,Normal,Normal,1.09322974472808
2017-01-22,2017-03-06,Normal,Normal,Normal,1.09322974472808
2017-01-29,2017-03-13,Normal,Normal,Normal,1.1244292237442923
2017-02-05,2017-03-20,Normal,Normal,Normal,1.1301369863013702
2017-02-12,2017-03-27,Normal,Normal,Normal,1.1700913242009132
2017-02-19,2017-04-03,Normal,Normal,Normal,1.1700913242009132
2017-02-26,2017-04-10,Normal,Normal,Normal,1.1700913242009132
2017-03-05,2017-04-17,Normal,Normal,Normal,1.1700913242009132
2017-03-12,2017-04-24,Normal,Normal,Normal,1.2044653349001175
2017-03-19,2017-05-01,Normal,Normal,Normal,1.3208762886597938
2017-03-26,2017-05-08,Normal,Normal,Normal,1.3875215358482318
2017-04-02,2017-05-15,Normal,Normal,Normal,1.3536795471690066
2017-04-09,2017-05-22,Normal,Normal,Normal,1.3774104683195592
2017-04-16,2017-05-29,Normal,Normal,Normal,1.398002853067047
2017-04-23,2017-06-05,Normal,Normal,Normal,1.3056835637480801
2017-04-30,2017-06-12,Normal,Normal,Normal,1.2135176651305684
2017-05-07,2017-06-19,Normal,Normal,Normal,1.2718894008847927
2017-05-14,2017-06-26,Normal,Normal,Normal,1.282642089093702
2017-05-21,2017-07-03,Normal,Normal,Normal,1.3440860215053765
2017-05-28,2017-07-10,Normal,Normal,Normal,1.4823348694316436
2017-06-04,2017-07-17,Normal,Normal,Normal,1.4489489489489489
2017-06-11,2017-07-24,Normal,Normal,Normal,1.4489489489489489
2017-06-18,2017-07-31,Normal,Normal,Normal,1.5054602184087365
2017-06-25,2017-08-07,Normal,Normal,Normal,2.3400936037441498
2017-07-02,2017-08-14,Normal,Normal,Normal,2.7301092043681745
2017-07-09,2017-08-21,Normal,Normal,Normal,2.7535101404056164
2017-07-16,2017-08-28,Normal,Normal,Normal,2.7535101404056164
2017-07-23,2017-09-04,Normal,Normal,Normal,2.8081123244929795
2017-07-30,2017-09-11,Normal,Normal,Normal,2.2613065326633164
2017-08-06,2017-09-18,Normal,Normal,Normal,1.284796573875803
2017-08-13,2017-09-25,Normal,Normal,Normal,1.4388489208633093
2017-08-20,2017-10-02,Normal,Normal,Normal,1.4681892332789561
2017-08-27,2017-10-09,Normal,Normal,Normal,1.4681892332789561
2017-09-03,2017-10-16,Normal,Normal,Normal,1.4600326264274062
