<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:8b2753da467b649c3e4bd731b2cfa27542d21bdbbfb6155999689be613f5bd57
size 22056
=======
STARTDATE,ENDDATE,MEAN,STD,VALUE,lastYear
2017-01-01,2017-02-13,3565.024914128883,5206.628712818707,2487.198452172762,Normal
2017-01-08,2017-02-20,3207.1426724969524,4411.547004720968,2350.55211948033,Normal
2017-01-15,2017-02-27,2652.4132082515603,3040.767042609648,2212.1285316428994,Normal
2017-01-22,2017-03-06,2382.4052976307207,2286.396978186078,2269.079046953754,Normal
2017-01-29,2017-03-13,2147.238020823873,1698.727323681659,2260.8130339917193,Normal
2017-02-05,2017-03-20,1956.1645996060113,1204.3858789932062,2173.9153067189923,Normal
2017-02-12,2017-03-27,1753.7758774611386,693.5940489425338,2194.5213396712,Normal
2017-02-19,2017-04-03,1710.540529414041,658.0132576940161,2148.215499211707,Normal
2017-02-26,2017-04-10,1813.0169688895496,751.2249488556736,2308.1798179482007,Normal
2017-03-05,2017-04-17,1961.6791369094478,826.0798291072762,2294.9486654398297,Normal
2017-03-12,2017-04-24,1964.0431518000014,857.588995088403,2206.43733064057,Normal
2017-03-19,2017-05-01,1940.7046400612571,853.228009675685,2294.4165525902454,Normal
2017-03-26,2017-05-08,2010.7246302726371,890.3894839127123,2438.3142798629724,Normal
2017-04-02,2017-05-15,2104.608131113613,987.6442450734993,2440.655947392134,Normal
2017-04-09,2017-05-22,2026.337522671394,922.0922571397412,2441.971047579043,Normal
2017-04-16,2017-05-29,1850.5715609630731,827.6218150176184,2346.809839948668,Normal
2017-04-23,2017-06-05,1812.2986200748985,778.9689415944263,2456.068854992316,Normal
2017-04-30,2017-06-12,1858.3682951978064,798.064169500253,2618.163952071006,Normal
2017-05-07,2017-06-19,1791.9061247863951,775.765547118018,2499.58780384734,Normal
2017-05-14,2017-06-26,1691.873929857457,664.4094968754393,2459.70420687853,Anomaly
2017-05-21,2017-07-03,1659.051511843437,647.4998402138262,2458.291019471728,Anomaly
2017-05-28,2017-07-10,1692.1490606951622,662.2809979377596,2581.171742467467,Anomaly
2017-06-04,2017-07-17,1726.554519619702,683.3951019677181,2502.39901519474,Anomaly
2017-06-11,2017-07-24,1673.2895835779825,635.7637620349584,2429.921104118648,Anomaly
2017-06-18,2017-07-31,1603.6155722401838,551.0883446909376,2208.2021674919847,Anomaly
2017-06-25,2017-08-07,1578.8756588184217,561.4245825137482,2029.168076582894,Normal
2017-07-02,2017-08-14,1639.939934014241,623.4844955349171,1856.7692746889597,Normal
2017-07-09,2017-08-21,1735.9419028116392,703.5601694944179,1684.6043313179232,Normal
2017-07-16,2017-08-28,1753.3342061518467,706.4000978627267,1625.3903862681955,Normal
2017-07-23,2017-09-04,1878.8103896944028,776.9061009200595,1535.0927441655842,Normal
2017-07-30,2017-09-11,2167.965312886396,981.7765366911135,1614.9994694415357,Normal
2017-08-06,2017-09-18,2476.5889044058613,1248.9715566114603,1660.5722814126132,Normal
2017-08-13,2017-09-25,2770.0230133617533,1380.052964777885,1660.497281428326,Normal
2017-08-20,2017-10-02,3074.9445183896455,1531.8435918938349,1890.5747673186224,Normal
2017-08-27,2017-10-09,3709.763650173932,1831.7565615248516,2021.8186207477818,Normal
2017-09-03,2017-10-16,4663.557368642387,2253.4096698698595,3056.133233285554,Normal
2017-09-10,2017-10-23,5115.312022901643,2375.5438332186195,3400.3361122911533,Normal
