<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:a31f9687a9fa4ec0385183ffddff9ae7bbac20d75f92c6dc7033cbf6f7900232
size 22007
=======
STARTDATE,ENDDATE,MEAN,STD,VALUE,lastYear
2017-01-01,2017-02-13,397.98779273150217,618.4569685436089,347.546467591358,Normal
2017-01-08,2017-02-20,361.63752093369845,533.2221638830928,359.9379197667793,Normal
2017-01-15,2017-02-27,335.79305361177563,452.6834981665031,355.6085313254188,Normal
2017-01-22,2017-03-06,327.59144468315264,400.033634867925,394.68140561298463,Normal
2017-01-29,2017-03-13,322.45335500483765,350.62652225603546,381.91100211979096,Normal
2017-02-05,2017-03-20,321.0047026735667,294.8061844539577,388.73468653739724,Normal
2017-02-12,2017-03-27,297.98279083090495,245.67409296880462,398.96195926466993,Normal
2017-02-19,2017-04-03,296.7468862532088,245.0610119014136,376.8862575135223,Normal
2017-02-26,2017-04-10,300.8185632073063,262.4975563363591,442.007565090736,Normal
2017-03-05,2017-04-17,306.3025372346685,284.5943442601976,444.7444539992768,Normal
2017-03-12,2017-04-24,286.5841307248622,274.80254119326185,411.35809036291323,Normal
2017-03-19,2017-05-01,276.77888891949135,267.581691843911,387.6647379825323,Normal
2017-03-26,2017-05-08,293.0602128295208,275.2954442658516,409.95682403871086,Normal
2017-04-02,2017-05-15,310.0694079731484,285.11428430087443,417.61209085665547,Normal
2017-04-09,2017-05-22,301.5340466783481,271.829225300832,386.2598181293828,Normal
2017-04-16,2017-05-29,278.43618006711336,226.50243316974448,321.0079919982726,Normal
2017-04-23,2017-06-05,272.4164876547477,215.940993325027,310.3943556346362,Normal
2017-04-30,2017-06-12,277.32851246327255,215.54042842449698,296.15571927099984,Normal
2017-05-07,2017-06-19,258.45423629104175,207.33595362269944,290.480132716259,Normal
2017-05-14,2017-06-26,232.89538172376905,186.67804291524953,266.07954545454544,Normal
2017-05-21,2017-07-03,220.10170348689536,178.06079199478654,264.875,Normal
2017-05-28,2017-07-10,215.29084335843615,175.32746876752165,249.39772727272728,Normal
2017-06-04,2017-07-17,215.1153010415741,176.27043080336514,242.8068181818182,Normal
2017-06-11,2017-07-24,202.00259800801732,167.42014614075495,233.85227272727272,Normal
2017-06-18,2017-07-31,197.51567155388028,153.91242031078593,220.52272727272728,Normal
2017-06-25,2017-08-07,196.0397543288915,149.27999379749517,207.125,Normal
2017-07-02,2017-08-14,195.6894366879933,145.0529288431536,218.791449981821,Normal
2017-07-09,2017-08-21,196.94541130319556,144.3735004280443,213.79043633615308,Normal
2017-07-16,2017-08-28,187.46889751726005,139.56821072897245,218.09725451797124,Normal
2017-07-23,2017-09-04,184.31364732691938,142.51898453495033,207.74498179069852,Normal
2017-07-30,2017-09-11,196.13467913491206,157.07887541826707,230.83226273121718,Normal
2017-08-06,2017-09-18,226.4732337556571,217.58091796164751,275.86157919050237,Normal
2017-08-13,2017-09-25,282.74739706792155,314.6909637590701,303.372942826866,Normal
2017-08-20,2017-10-02,383.59457423055426,454.9853786228933,397.8098194824948,Normal
2017-08-27,2017-10-09,522.8066404520401,668.3755454912582,465.3543216698052,Normal
2017-09-03,2017-10-16,646.0053314051916,837.2404413223609,563.2178477506841,Normal
2017-09-10,2017-10-23,737.4067558891792,921.443650582391,589.3447303387206,Normal
2017-09-17,2017-10-30,801.0143158012875,977.6654195677094,677.284951120735,Normal
2017-09-24,2017-11-06,819.658249775847,970.0964741392806,654.6020233407413,Normal
2017-10-01,2017-11-13,776.0036339278856,921.9811388659112,637.6702051589232,Normal
2017-10-08,2017-11-20,644.6459233822878,784.401888425255,545.9064204287922,Normal
2017-10-15,2017-11-27,559.6047973512518,643.2112731349349,473.4666820807702,Normal
2017-10-22,2017-12-04,500.9870928726497,582.9553508274307,436.8170722200064,Normal
2017-10-29,2017-12-11,427.3773362696777,502.79120139274704,297.1238904018246,Normal
2017-11-05,2017-12-18,389.2772793648921,452.09231957972895,284.3863636363636,Normal
2017-11-12,2017-12-25,372.92890188060136,404.3766350134202,247.45476606968924,Normal
2017-11-19,2018-01-01,377.1813763250777,363.2421081262342,241.2934024962991,Normal
2017-11-26,2018-01-08,377.2627716329394,392.6631087193118,228.86701966093287,Normal
2017-12-03,2018-01-15,377.9893483464659,432.1290548164367,248.97302842003853,Normal
2017-12-10,2018-01-22,398.0234497852169,490.8698110324694,257.8172408934415,Normal
2017-12-17,2018-01-29,390.628851615669,518.6894874741758,278.01369939383596,Normal
2017-12-24,2018-02-05,380.7406559907664,561.3509080920611,293.8432448483814,Normal
2017-12-31,2018-02-12,390.23288605522924,599.8196999840112,295.6579647332172,Normal
2018-01-07,2018-02-19,365.6734842410377,545.8557210937325,313.86111216739243,Normal
2018-01-14,2018-02-26,338.2936446120538,450.09128676719286,321.7300367642916,Normal
2018-01-21,2018-03-05,332.68553771458653,408.5193493521737,326.07591013388634,Normal
2018-01-28,2018-03-12,327.94314206550916,347.71127538203143,403.3167134928445,Normal
2018-02-04,2018-03-19,345.85045124561515,332.05571409626526,565.2994248394286,Normal
2018-02-11,2018-03-26,329.28020992436956,275.3516676764771,656.8905275880251,Anomaly
2018-02-18,2018-04-02,313.58394894944837,277.76595084583454,563.7318126429855,Normal
2018-02-25,2018-04-09,306.0797318107327,320.9399001945053,340.53750763145416,Normal
2018-03-04,2018-04-16,298.0695184624867,364.25266605327005,159.31219545414524,Normal
2018-03-11,2018-04-23,276.8108826908076,352.4587499005956,125.59618459623098,Normal
2018-03-18,2018-04-30,253.35508298847208,330.0830218315663,-44.596320492835844,Normal
2018-03-25,2018-05-07,255.93096633447684,320.45752574612624,-137.44164012712383,Anomaly
