<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:2b45a85cf5b13966f371a694ad1089d1a0d433c1b947d4a51d447ee298f4d64a
size 1802
=======
STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO,STATENAME,MANDINAME
2021-12-26,2022-02-07,Anomaly,Normal,Anomaly,1.0158806765513848,UTTAR PRADESH,AURAIYA
2021-12-26,2022-02-07,Anomaly,Normal,Anomaly,1.0158806765513848,UTTAR PRADESH,JALAUN
2021-12-26,2022-02-07,Anomaly,Normal,Anomaly,1.0158806765513848,UTTAR PRADESH,KANPUR(GRAIN)
2021-12-26,2022-02-07,Normal,Normal,Anomaly,1.032865829935582,MAHARASHTRA,LASALGAON
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0320911281784113,NCT OF DELHI,AZADPUR
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0310703606208471,UTTAR PRADESH,GAZIPUR
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0285898942689244,UTTAR PRADESH,AZAMGARH
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0285898942689244,UTTAR PRADESH,BASTI
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0285898942689244,UTTAR PRADESH,MIRZAPUR
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0285223017361695,UTTAR PRADESH,BAHRAICH
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0285223017361695,UTTAR PRADESH,BARABANKI
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0285223017361695,UTTAR PRADESH,GONDA
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0285223017361695,UTTAR PRADESH,LAKHIMPUR
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0285223017361695,UTTAR PRADESH,LUCKNOW
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0187184669972578,KARNATAKA,BELGAUM
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0187184669972578,KARNATAKA,DAVANGERE
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0133543192333363,KARNATAKA,BANGALORE
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0133543192333363,KARNATAKA,HUBLI (AMARAGOL)
2020-09-20,2020-11-02,Normal,Normal,Normal,,UTTAR PRADESH,FATEHPUR
2020-09-20,2020-11-02,Normal,Normal,Normal,,UTTAR PRADESH,KANNAUJ
2020-09-20,2020-11-02,Normal,Normal,Normal,,UTTAR PRADESH,PUKHRAYAN
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
