<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:f7f6f7d2eb5c23c2729e1ecdbefcd7971c68a3a988f8e57444eb762a93119c62
size 38621
=======
STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO,STATENAME,MANDINAME
2016-01-01,2016-02-13,,,Anomaly,1.5546918378678511,KARNATAKA,BANGALORE
2016-01-01,2016-02-13,,,Anomaly,1.3630168105406633,MAHARASHTRA,LASALGAON
2016-01-01,2016-02-13,,,Anomaly,1.2078300708038316,NCT OF DELHI,AZADPUR
2016-01-01,2016-02-13,,,Anomaly,1.5546918378678511,KARNATAKA,HUBLI (AMARAGOL)
2016-02-08,2016-03-22,Normal,,Anomaly,1.3324450366422385,UTTAR PRADESH,BARABANKI
2016-02-08,2016-03-22,Normal,,Anomaly,1.3324450366422385,UTTAR PRADESH,GONDA
2016-02-08,2016-03-22,Normal,,Anomaly,1.3324450366422385,UTTAR PRADESH,BAHRAICH
2016-02-08,2016-03-22,Normal,,Anomaly,1.3324450366422385,UTTAR PRADESH,LUCKNOW
2016-02-08,2016-03-22,Normal,,Anomaly,1.3324450366422385,UTTAR PRADESH,JALAUN
2016-02-08,2016-03-22,Normal,,Anomaly,1.3324450366422385,UTTAR PRADESH,KANPUR(GRAIN)
2016-02-08,2016-03-22,Normal,,Anomaly,1.3324450366422385,UTTAR PRADESH,LAKHIMPUR
2016-02-08,2016-03-22,Normal,,Anomaly,1.3324450366422385,UTTAR PRADESH,AURAIYA
2016-02-15,2016-03-29,Normal,,Anomaly,1.0828821324448146,NCT OF DELHI,AZADPUR
2016-02-15,2016-03-29,Normal,,Anomaly,1.5323117921385745,MAHARASHTRA,LASALGAON
2016-03-14,2016-04-26,Normal,,Anomaly,1.4275517487508922,UTTAR PRADESH,GAZIPUR
2016-04-04,2016-05-17,Normal,,Anomaly,1.3324450366422385,UTTAR PRADESH,JALAUN
2016-04-04,2016-05-17,Normal,,Anomaly,1.3324450366422385,UTTAR PRADESH,KANPUR(GRAIN)
2016-04-04,2016-05-17,Anomaly,,Anomaly,1.142313184198001,NCT OF DELHI,AZADPUR
2016-04-04,2016-05-17,Normal,,Anomaly,1.3324450366422385,UTTAR PRADESH,AURAIYA
2016-04-25,2016-06-07,Normal,,Anomaly,0.9994447529150472,KARNATAKA,BELGAUM
2016-04-25,2016-06-07,Normal,,Anomaly,0.9994447529150472,KARNATAKA,DAVANGERE
2016-05-23,2016-07-05,Anomaly,,Anomaly,1.0494752623688155,NCT OF DELHI,AZADPUR
2016-05-23,2016-07-05,Normal,,Anomaly,0.9995002498750624,UTTAR PRADESH,KANPUR(GRAIN)
2016-05-23,2016-07-05,Normal,,Anomaly,0.9995002498750624,UTTAR PRADESH,JALAUN
2016-05-23,2016-07-05,Normal,,Anomaly,0.9995002498750624,UTTAR PRADESH,AURAIYA
2016-06-13,2016-07-26,Normal,,Anomaly,1.7130620985010707,MAHARASHTRA,LASALGAON
2016-06-13,2016-07-26,Normal,,Anomaly,0.9994447529150472,KARNATAKA,BELGAUM
2016-06-13,2016-07-26,Normal,,Anomaly,0.9994447529150472,KARNATAKA,DAVANGERE
2016-07-04,2016-08-16,Anomaly,,Anomaly,1.3741411617738912,KARNATAKA,BANGALORE
2016-07-04,2016-08-16,Anomaly,,Anomaly,1.3741411617738912,KARNATAKA,HUBLI (AMARAGOL)
2016-07-11,2016-08-23,Anomaly,,Normal,1.4275517487508922,UTTAR PRADESH,BAHRAICH
2016-07-11,2016-08-23,Anomaly,,Anomaly,0.9995456610631532,NCT OF DELHI,AZADPUR
2016-07-11,2016-08-23,Anomaly,,Normal,1.4275517487508922,UTTAR PRADESH,BARABANKI
2016-07-11,2016-08-23,Anomaly,,Normal,1.4275517487508922,UTTAR PRADESH,LAKHIMPUR
2016-07-11,2016-08-23,Anomaly,,Normal,1.4275517487508922,UTTAR PRADESH,LUCKNOW
2016-07-11,2016-08-23,Anomaly,,Normal,1.4275517487508922,UTTAR PRADESH,GONDA
2016-08-15,2016-09-27,Normal,,Anomaly,0.9994447529150472,KARNATAKA,BELGAUM
2016-08-15,2016-09-27,Normal,,Anomaly,0.9994447529150472,KARNATAKA,DAVANGERE
2016-08-15,2016-09-27,Normal,,Anomaly,1.2658227848101269,MAHARASHTRA,LASALGAON
2016-08-29,2016-10-11,Normal,,Anomaly,1.157285639137296,NCT OF DELHI,AZADPUR
2016-10-17,2016-11-29,Anomaly,,Anomaly,1.1299435028248588,NCT OF DELHI,AZADPUR
2016-11-21,2017-01-03,Normal,,Anomaly,1.2492192379762648,UTTAR PRADESH,MIRZAPUR
2016-11-21,2017-01-03,Normal,,Anomaly,1.2492192379762648,UTTAR PRADESH,AZAMGARH
2016-11-21,2017-01-03,Normal,,Anomaly,1.2492192379762648,UTTAR PRADESH,BASTI
2016-11-28,2017-01-10,Normal,,Anomaly,1.1242973141786383,UTTAR PRADESH,LAKHIMPUR
2016-11-28,2017-01-10,Normal,,Anomaly,1.1242973141786383,UTTAR PRADESH,BAHRAICH
2016-11-28,2017-01-10,Normal,,Anomaly,1.1242973141786383,UTTAR PRADESH,LUCKNOW
2016-11-28,2017-01-10,Normal,,Anomaly,1.1242973141786383,UTTAR PRADESH,GONDA
2016-11-28,2017-01-10,Normal,,Anomaly,1.1242973141786383,UTTAR PRADESH,BARABANKI
2016-12-05,2017-01-17,Anomaly,,Anomaly,1.142313184198001,NCT OF DELHI,AZADPUR
2017-01-15,2017-02-27,Normal,Normal,Anomaly,0.9994447529150472,UTTAR PRADESH,LUCKNOW
2017-01-15,2017-02-27,Normal,Normal,Anomaly,0.9994447529150472,UTTAR PRADESH,BAHRAICH
2017-01-15,2017-02-27,Normal,Normal,Anomaly,0.9994447529150472,UTTAR PRADESH,GONDA
2017-01-15,2017-02-27,Normal,Normal,Anomaly,0.9994447529150472,UTTAR PRADESH,LAKHIMPUR
2017-01-15,2017-02-27,Normal,Normal,Anomaly,0.9994447529150472,UTTAR PRADESH,BARABANKI
2017-01-22,2017-03-06,Anomaly,Normal,Anomaly,1.0494752623688155,NCT OF DELHI,AZADPUR
2017-01-29,2017-03-13,Normal,Normal,Anomaly,1.2134189864382583,MAHARASHTRA,LASALGAON
2017-03-05,2017-04-17,Anomaly,Normal,Anomaly,0.9994447529150472,UTTAR PRADESH,LUCKNOW
2017-03-05,2017-04-17,Anomaly,Normal,Anomaly,0.9994447529150472,UTTAR PRADESH,BARABANKI
2017-03-05,2017-04-17,Anomaly,Normal,Anomaly,0.9994447529150472,UTTAR PRADESH,GONDA
2017-03-05,2017-04-17,Anomaly,Normal,Anomaly,0.9994447529150472,UTTAR PRADESH,LAKHIMPUR
2017-03-05,2017-04-17,Anomaly,Normal,Anomaly,0.9994447529150472,UTTAR PRADESH,BAHRAICH
2017-03-12,2017-04-24,Anomaly,Normal,Anomaly,1.1046817464492371,NCT OF DELHI,AZADPUR
2017-03-19,2017-05-01,Normal,Normal,Anomaly,1.1242973141786383,MAHARASHTRA,LASALGAON
2017-04-23,2017-06-05,Anomaly,Normal,Anomaly,0.9994447529150472,UTTAR PRADESH,BAHRAICH
2017-04-23,2017-06-05,Anomaly,Normal,Anomaly,0.9994447529150472,UTTAR PRADESH,LUCKNOW
2017-04-23,2017-06-05,Anomaly,Normal,Anomaly,0.9994447529150472,UTTAR PRADESH,BARABANKI
2017-04-23,2017-06-05,Anomaly,Normal,Anomaly,0.9994447529150472,UTTAR PRADESH,GONDA
2017-04-23,2017-06-05,Anomaly,Normal,Anomaly,0.9994447529150472,UTTAR PRADESH,LAKHIMPUR
2017-04-30,2017-06-12,Anomaly,Normal,Anomaly,1.1046817464492371,NCT OF DELHI,AZADPUR
2017-05-07,2017-06-19,Normal,Normal,Anomaly,1.2492192379762648,MAHARASHTRA,LASALGAON
2017-06-04,2017-07-17,Anomaly,Normal,Anomaly,1.7485428809325565,KARNATAKA,DAVANGERE
2017-06-04,2017-07-17,Anomaly,Normal,Anomaly,1.7485428809325565,KARNATAKA,BELGAUM
2017-06-11,2017-07-24,Anomaly,Normal,Anomaly,1.0520778537611783,UTTAR PRADESH,LAKHIMPUR
2017-06-11,2017-07-24,Anomaly,Normal,Anomaly,1.0520778537611783,UTTAR PRADESH,GONDA
2017-06-11,2017-07-24,Anomaly,Normal,Anomaly,1.0520778537611783,UTTAR PRADESH,BARABANKI
2017-06-11,2017-07-24,Anomaly,Normal,Anomaly,1.0520778537611783,UTTAR PRADESH,LUCKNOW
