<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:e3e039cc44398477f4c78f61991569d1108d70902dddfd3b35b51af66a75ae8f
size 14526
=======
STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO
2016-01-01,2016-02-13,,,Normal,1.1063436854079658
2016-01-08,2016-02-20,,,Normal,1.1900826446280992
2016-01-15,2016-02-27,,,Normal,1.4158415841584158
2016-01-22,2016-03-05,,,Normal,1.3710720887577366
2016-01-29,2016-03-12,,,Normal,1.325
2016-02-01,2016-03-15,Normal,,Normal,1.325
2016-02-08,2016-03-22,Normal,,Normal,1.32374999998125
2016-02-15,2016-03-29,Normal,,Normal,1.5381771599407352
2016-02-22,2016-04-05,Normal,,Normal,1.2584808932512024
2016-02-29,2016-04-12,Normal,,Normal,1.2112657824047612
2016-03-07,2016-04-19,Normal,,Normal,1.2112657824047612
2016-03-14,2016-04-26,Normal,,Normal,1.2112657824047612
2016-03-21,2016-05-03,Normal,,Normal,1.4207695395325497
2016-03-28,2016-05-10,Normal,,Normal,1.4137931034482758
2016-04-04,2016-05-17,Normal,,Normal,1.3379310344827586
2016-04-11,2016-05-24,Normal,,Normal,1.2967930357348552
2016-04-18,2016-05-31,Normal,,Normal,1.289655172413793
2016-04-25,2016-06-07,Normal,,Normal,1.289655172413793
2016-05-02,2016-06-14,Normal,,Normal,1.198717948717949
2016-05-09,2016-06-21,Normal,,Normal,1.1923076923076923
2016-05-16,2016-06-28,Normal,,Normal,1.1175213674893163
2016-05-23,2016-07-05,Normal,,Normal,1.0897435897435896
2016-05-30,2016-07-12,Normal,,Normal,1.15
2016-06-06,2016-07-19,Normal,,Normal,1.1625
2016-06-13,2016-07-26,Normal,,Normal,1.207792207792208
2016-06-20,2016-08-02,Normal,,Normal,1.2236842105263157
2016-06-27,2016-08-09,Normal,,Normal,1.2236842105263157
2016-07-04,2016-08-16,Normal,,Normal,1.2236842105263157
2016-07-11,2016-08-23,Normal,,Normal,1.2236842105263157
2016-07-18,2016-08-30,Normal,,Normal,1.0855263157894737
2016-07-25,2016-09-06,Normal,,Normal,1.1
2016-08-01,2016-09-13,Normal,,Normal,1.1
2016-08-08,2016-09-20,Normal,,Normal,1.1785714285714286
2016-08-15,2016-09-27,Normal,,Normal,1.3666666666666667
2016-08-22,2016-10-04,Normal,,Normal,1.3684687654605932
2016-08-29,2016-10-11,Normal,,Normal,1.409090909056711
2016-09-05,2016-10-18,Normal,,Normal,1.3448275862068966
2016-09-12,2016-10-25,Normal,,Normal,1.3448275862068966
2016-09-19,2016-11-01,Normal,,Normal,1.2537481258979208
2016-09-26,2016-11-08,Normal,,Normal,1.1283524903831417
2016-10-03,2016-11-15,Normal,,Normal,1.745185185213185
