<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:fdf0e539f99778aa1339aafb214c529325a46ebbe32fda26ec7fd2787551ec76
size 1824
=======
STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO,STATENAME,MANDINAME
2021-12-26,2022-02-07,Normal,Anomaly,Anomaly,1.012884227609613,KARNATAKA,HUBLI (AMARAGOL)
2021-12-26,2022-02-07,Normal,Anomaly,Normal,1.0473119216594358,NCT OF DELHI,AZADPUR
2021-12-26,2022-02-07,Normal,Anomaly,Normal,1.0203498141417149,KARNATAKA,DAVANGERE
2020-09-20,2020-11-02,Normal,Normal,Normal,1.1304347826086956,UTTAR PRADESH,KANNAUJ
2020-09-20,2020-11-02,Normal,Normal,Normal,1.125,UTTAR PRADESH,FATEHPUR
2020-09-20,2020-11-02,Normal,Normal,Normal,1.12,UTTAR PRADESH,PUKHRAYAN
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0565252005902126,KARNATAKA,BANGALORE
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0408291234611868,MAHARASHTRA,LASALGAON
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0274190178094826,UTTAR PRADESH,JALAUN
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0156153629185083,UTTAR PRADESH,KANPUR(GRAIN)
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0138679627819756,UTTAR PRADESH,MIRZAPUR
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0128473326074123,UTTAR PRADESH,GAZIPUR
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0102310299203738,UTTAR PRADESH,AURAIYA
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0091932420433476,UTTAR PRADESH,GONDA
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0070644396926465,UTTAR PRADESH,LUCKNOW
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0067575983337549,UTTAR PRADESH,BAHRAICH
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0067247637292072,UTTAR PRADESH,BASTI
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0056180140073785,UTTAR PRADESH,BARABANKI
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0039281505946862,UTTAR PRADESH,AZAMGARH
2021-12-26,2022-02-07,Normal,Normal,Normal,1.002249923409633,KARNATAKA,BELGAUM
2021-12-26,2022-02-07,Normal,Normal,Normal,1.000650920481543,UTTAR PRADESH,LAKHIMPUR
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
