<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:a4c9531ef0c3c3577791abd8f4fb6e4711f7dffc07c5de7a2cf7caddaa6d24a8
size 19289
=======
STARTDATE,ENDDATE,MEAN,STD,VALUE,lastYear,STATENAME,MANDINAME
2017-01-01,2017-02-13,296.94741705463065,90.02317836246927,206.92423869216137,Anomaly,KARNATAKA,MYSORE (BANDIPALYA)
2017-02-12,2017-03-27,104.03958434488575,86.82956753771634,190.86915188260213,Anomaly,KARNATAKA,CHINTAMANI
2017-02-19,2017-04-03,36.09090909090909,19.13636363636364,16.954545454545453,Anomaly,KARNATAKA,MULABAGILU
2017-04-02,2017-05-15,192.8068181816051,147.78409090887783,340.59090909048297,Anomaly,KARNATAKA,CHINTAMANI
2017-07-02,2017-08-14,71.55681818181819,49.46590909090909,22.09090909090909,Anomaly,KARNATAKA,MULABAGILU
2017-07-23,2017-09-04,57.57918062290835,28.78574789967956,28.793432723228783,Anomaly,UTTAR PRADESH,LUCKNOW
2017-08-13,2017-09-25,47.57302380340409,26.455599561548027,21.11742424185606,Anomaly,KARNATAKA,CHICKKABALLAPURA
2017-08-13,2017-09-25,2.539036546898336,0.9364369372754324,3.475473484173769,Anomaly,UTTAR PRADESH,AURAIYA
2017-10-15,2017-11-27,69.02628207356406,20.158766903592085,48.86751516997197,Anomaly,UTTAR PRADESH,LUCKNOW
2017-10-29,2017-12-11,3.1259164080863084,1.4860949815430566,1.6398214265432514,Anomaly,UTTAR PRADESH,KANNAUJ
2017-11-19,2018-01-01,86.3762705489644,29.78917268055445,116.28397065598,Anomaly,UTTAR PRADESH,KANPUR(GRAIN)
2017-11-19,2018-01-01,14.111492716211712,7.118901468245011,6.937413894177109,Anomaly,UTTAR PRADESH,GONDA
2017-11-26,2018-01-08,2.684132980751283,1.237084140448278,4.057449494633838,Anomaly,UTTAR PRADESH,PUKHRAYAN
2017-12-03,2018-01-15,173.70847883021167,99.9299005643226,281.248775842787,Anomaly,KARNATAKA,CHINTAMANI
2017-12-17,2018-01-29,28.780945244514577,10.05194195146202,39.037308154813225,Anomaly,KARNATAKA,CHICKKABALLAPURA
2017-12-17,2018-01-29,45.12894419040291,19.952265081780705,68.61363636363636,Anomaly,KARNATAKA,MULABAGILU
2017-12-31,2018-02-12,20.842667396504652,13.531311807954314,34.93181818181818,Anomaly,KARNATAKA,SRINIVASAPUR
2018-01-07,2018-02-19,114.08284428184076,49.68148615751083,174.00137741006918,Anomaly,UTTAR PRADESH,KANPUR(GRAIN)
2018-01-14,2018-02-26,3.4553300849655417,2.1172976766930023,6.196969695762311,Anomaly,UTTAR PRADESH,PUKHRAYAN
2018-02-04,2018-03-19,32.83622296786792,19.598655772827414,59.94277854812829,Anomaly,KARNATAKA,CHICKKABALLAPURA
2018-02-04,2018-03-19,45.77270487356673,30.878445416358087,85.86363636363636,Anomaly,KARNATAKA,MULABAGILU
2018-04-08,2018-05-21,2.5822706209356587,1.4001877751980756,4.057954544025253,Anomaly,UTTAR PRADESH,PUKHRAYAN
