<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:11bf79bc5ebd72ea09b4130487991fbaf39fca50f73239d64a9292b5abfd0028
size 9855
=======
DATE,MEAN,STD
2006-01-01,0.15775448388307717,0.07508674899571838
2006-02-01,0.1034584092239703,0.06529832969279462
2006-03-01,0.057550675299149014,0.040192131347402855
2006-04-01,0.044330514061710326,0.0392787671484516
2006-05-01,0.03225803864848429,0.03196095112876454
2006-06-01,0.06020363470816479,0.05189691459607366
2006-07-01,0.10034283486579564,0.06473076529727428
2006-08-01,0.05749053354858885,0.03645143464645451
2006-09-01,0.08666061086151611,0.06941829390177885
2006-10-01,0.1324077039352974,0.09840390887272203
2006-11-01,0.091793969137146,0.12314277186732175
2006-12-01,0.13259919765217532,0.07063467593524028
2007-01-01,0.14462583116562966,0.04881721291723844
2007-02-01,0.12884243567734557,0.054051527099556296
2007-03-01,0.15718625630670288,0.057789348743274564
2007-04-01,0.06171221667312566,0.030422219064399767
2007-05-01,0.10864263879502396,0.04333834999737724
2007-06-01,0.1503933490049368,0.03169867740174293
2007-07-01,0.08404313961802364,0.04558288048169477
2007-08-01,0.16982966659468554,0.06587002094854126
2007-09-01,0.16538109797813375,0.08890914063509082
2007-10-01,0.20860257865525678,0.1522039457509938
2007-11-01,0.17369338698784884,0.09445574280464435
2007-12-01,0.16404589732381006,0.07115010737056257
2008-01-01,0.17319511427482714,0.14595586033266217
2008-02-01,0.1480207927363596,0.061976122768442984
2008-03-01,0.14709266336698104,0.10393072464677842
2008-04-01,0.12192274338146274,0.12221683395327987
2008-05-01,0.12892132451144975,0.07193431727095356
2008-06-01,0.10915721868927049,0.038866924779880664
2008-07-01,0.19086681566740057,0.10568226761982309
2008-08-01,0.09027703073906039,0.045935020024021715
2008-09-01,0.12266726266579524,0.08355391537197494
2008-10-01,0.12563656855144997,0.07098549623967258
2008-11-01,0.1269980309905566,0.056479224396550884
2008-12-01,0.13292498240125153,0.035838024740073374
2009-01-01,0.12725705424878841,0.028990902301320207
2009-02-01,0.10016393387650178,0.04522429675245099
2009-03-01,0.13414336112219644,0.07460725216444428
2009-04-01,0.09321578781204597,0.059896083065139806
2009-05-01,0.10187781730805527,0.06333230202430695
2009-06-01,0.0749191735506895,0.03354797022260836
2009-07-01,0.049959939182224196,0.03063152500947878
2009-08-01,0.11423460055547024,0.0827488716089411
2009-09-01,0.1354473987242648,0.08419655049699082
2009-10-01,0.12091493431204303,0.049922507980365335
2009-11-01,0.21656286512896186,0.06293833100956256
2009-12-01,0.11946883523168027,0.047283752386545426
2010-01-01,0.12306924533996372,0.04026233931574923
2010-02-01,0.1535101020663132,0.03894153443157921
2010-03-01,0.17147272592023688,0.08929941987230158
2010-04-01,0.19108557043107935,0.13494970582245222
2010-05-01,0.09419818844297562,0.019810063986782023
2010-06-01,0.10047986509522296,0.034178529529842225
2010-07-01,0.06384997138480028,0.01730664734941822
2010-08-01,0.12168692204721769,0.01964852033807949
2010-09-01,0.1577688066425625,0.02562474184422893
2010-10-01,0.09955913808408645,0.045113436042573556
2010-11-01,0.13792035799253013,0.08369038635113574
2010-12-01,0.24411573992644842,0.07086968480945174
2011-01-01,0.24213778451972978,0.05495795050476649
2011-02-01,0.16741783150888376,0.05561073905775355
2011-03-01,0.17820492994537754,0.10626867970290266
2011-04-01,0.09376371339577255,0.043802041828547605
2011-05-01,0.11905235618019887,0.07539565132367848
2011-06-01,0.14606626493828112,0.04648597403581258
2011-07-01,0.09327699617879077,0.031773252338636405
2011-08-01,0.10846134794936142,0.03618382027115304
2011-09-01,0.11078497037290773,0.0372432678219218
2011-10-01,0.09207676698875498,0.038215335183207626
2011-11-01,0.1572802958491898,0.06237527246511201
2011-12-01,0.1768469760598532,0.08015119965961753
2012-01-01,0.12753049197281088,0.05555172995530514
2012-02-01,0.12080380942709823,0.040436478531285236
2012-03-01,0.13236525147810288,0.08000589757475073
2012-04-01,0.10474252847599204,0.04319463411199044
2012-05-01,0.07254272020486964,0.022085364936417006
2012-06-01,0.09959193322326045,0.0403316524276961
2012-07-01,0.06427751603023131,0.029978264543516688
2012-08-01,0.084145462482259,0.04486448696491922
2012-09-01,0.08517205924218563,0.0373446146478045
2012-10-01,0.18073858852806302,0.06273414924749593
2012-11-01,0.1204984096983072,0.06347031253229622
2012-12-01,0.08430275914133512,0.029030134832876326
2013-01-01,0.1459617058706437,0.039837760823599876
2013-02-01,0.1403501889719508,0.03340656048808138
2013-03-01,0.08355144262868325,0.060857208049778365
2013-04-01,0.09158185475975679,0.029536420977051978
2013-05-01,0.07827449995417453,0.037835779694124966
2013-06-01,0.1347784142653632,0.055563542330364334
2013-07-01,0.11899520757632226,0.013815068445701097
2013-08-01,0.1680169994847923,0.03922498057199529
2013-09-01,0.22361451537080004,0.07494052175226557
2013-10-01,0.2064551638324769,0.12182857043019514
2013-11-01,0.17868727550034336,0.1161629934824083
2013-12-01,0.20226290419179804,0.10622978787020868
2014-01-01,0.16909361204648066,0.06900024744929123
2014-02-01,0.13153924003720488,0.03494165391701541
2014-03-01,0.09001994766959975,0.05525300357796257
2014-04-01,0.13755954903574405,0.08719422260706425
2014-05-01,0.1336503318288082,0.07908176322687836
2014-06-01,0.16215617536409985,0.05434710204488171
2014-07-01,0.07783553104942309,0.03379159844608855
2014-08-01,0.1542425753746279,0.11949054118668674
2014-09-01,0.09793902226470082,0.07875099825693474
2014-10-01,0.12349252585740933,0.07878499629981142
2014-11-01,0.08399232656895302,0.0940263279635738
2014-12-01,0.1574938330745676,0.07943533357103205
2015-01-01,0.16834600645691036,0.1294967489089172
2015-02-01,0.07393936327619534,0.026295484710086366
2015-03-01,0.12937892601900053,0.056191380844602616
2015-04-01,0.0952337980028073,0.06390086675139282
2015-05-01,0.09310495184246442,0.04018726935108621
2015-06-01,0.06785168907874552,0.019590508356435627
2015-07-01,0.21093294660452155,0.07727807517311373
2015-08-01,0.17540076128813833,0.06725480808826916
2015-09-01,0.12446582430348996,0.05125862095692029
2015-10-01,0.19360637201410943,0.14717426343435414
2015-11-01,0.16055120869135572,0.08789686200901328
2015-12-01,0.09248406031493384,0.05054029946722193
2016-01-01,0.06473657015432184,0.05797426817907995
2016-02-01,0.10364285467924177,0.07118701422416823
2016-03-01,0.06409833287446412,0.04540565395390682
2016-04-01,0.06411001841300398,0.05161658093590268
2016-05-01,0.08220754811608921,0.05102411043061845
2016-06-01,0.06424199493677553,0.03187184577576457
2016-07-01,0.07108441774998511,0.05032423980392016
2016-08-01,0.06976902725185552,0.055039939448720626
2016-09-01,0.0746748201416404,0.05976792474651021
2016-10-01,0.08786142110067317,0.05821405171441854
2016-11-01,0.08806949146515838,0.06107002445673592
2016-12-01,0.08560419463436895,0.05612459007940476
2017-01-01,0.07187550547898697,0.055781882462083134
2017-02-01,0.06086275610586619,0.0769774174322072
2017-03-01,0.04641784197203682,0.025571555523517794
2017-04-01,0.06372227754864633,0.04029182400848406
2017-05-01,0.14049899156331416,0.26444128965269287
2017-06-01,0.05924204996925439,0.029736121241805177
2017-07-01,0.11684669798631592,0.08724157746391917
2017-08-01,0.17766829728957578,0.04793877692711414
2017-09-01,0.11109435723366817,0.052960491135301206
2017-10-01,0.18205508579054733,0.06521032972446318
2017-11-01,0.08621374970166007,0.04162515486572908
2017-12-01,0.07206511874731886,0.05027921378651387
2018-01-01,0.07103952685846579,0.05797906898314969
2018-02-01,0.12019660401188921,0.05321623535594343
2018-03-01,0.16436380222644864,0.05047457706886451
2018-04-01,0.08136373144549142,0.04227975953131644
2018-05-01,0.07874865052373672,0.05462292418722629
2018-06-01,0.14772426709104972,0.07471127732245689
2018-07-01,0.07487078385549051,0.03757884324702928
2018-08-01,0.06695838848419122,0.05493947596528564
2018-09-01,0.0721732624317078,0.04219684173301385
2018-10-01,0.11555205622307309,0.05628596356512144
2018-11-01,0.10965610089287914,0.07840371009906234
2018-12-01,0.12290748612464708,0.0639577937757387
2019-01-01,0.1048876048158941,0.06309816397406491
2019-02-01,0.06906890007011099,0.057273980525377494
2019-03-01,0.07330560441249924,0.055513611411572336
2019-04-01,0.06400749798751659,0.03537111120498482
2019-05-01,0.05907930558817,0.05358796291606662
2019-06-01,0.06558377340150293,0.07420657752253416
2019-07-01,0.14389511898688478,0.20580446160617658
2019-08-01,0.15959255464911423,0.058461035502902645
2019-09-01,0.19987333153675416,0.043222596373206974
2019-10-01,0.09438102178158653,0.04370568399814977
2019-11-01,0.1455328374547683,0.07981368185299306
2019-12-01,0.1470727718531488,0.1079623222645167
