<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:ee9b67837dcbdd84c0b457e116bca0bdff18beca271ba0331a94b7439b8fd976
size 20475
=======
STARTDATE,ENDDATE,MEDIAN,MAD,VALUE,TYPE
2016-01-01,2016-02-13,1750.0,726.7380915264641,1387.499999975,Normal
2016-01-08,2016-02-20,1593.4694559736558,509.97290946737996,1300.0,Normal
2016-01-15,2016-02-27,1440.0,534.417445608611,1200.0,Normal
2016-01-22,2016-03-05,1412.5,522.7951664136651,1100.0,Normal
2016-01-29,2016-03-12,1357.5,547.5449813774462,1025.0,Normal
2016-02-01,2016-03-15,1286.273291295346,568.0235801443147,1000.0,Normal
2016-02-08,2016-03-22,1212.5,507.06188837984695,1000.0,Normal
2016-02-15,2016-03-29,1150.0,476.4086419761008,900.0,Normal
2016-02-22,2016-04-05,1037.5,488.204406458198,900.0,Normal
2016-02-29,2016-04-12,1010.673076912426,495.2310265055869,900.0,Normal
2016-03-07,2016-04-19,990.8293269016838,492.8732209821786,850.0,Normal
2016-03-14,2016-04-26,991.8362513716575,493.1764142877692,850.0,Normal
2016-03-21,2016-05-03,1145.0,450.9797022563215,900.0,Normal
2016-03-28,2016-05-10,1375.0,495.2146126987427,900.0,Normal
2016-04-04,2016-05-17,1733.0,530.0592592606183,1000.0,Normal
2016-04-11,2016-05-24,2000.0,784.5927777786945,1290.0,Normal
2016-04-18,2016-05-31,2082.5,799.3555556396666,1400.0,Normal
2016-04-25,2016-06-07,2317.5,849.5777777777777,1500.0,Normal
2016-05-02,2016-06-14,2500.0,910.1777777777776,1700.0,Normal
2016-05-09,2016-06-21,2732.5,979.1044091712371,1700.0,Normal
2016-05-16,2016-06-28,2832.5,1254.9333333333334,1800.0,Normal
2016-05-23,2016-07-05,2850.0,1379.4355555555555,2200.0,Normal
2016-05-30,2016-07-12,4000.0,1314.0964102572782,3000.0,Normal
2016-06-06,2016-07-19,3900.0,1177.455173962412,3050.0,Normal
2016-06-13,2016-07-26,3725.0,1283.5751739624118,3050.0,Normal
2016-06-20,2016-08-02,3200.0,1323.998933835292,3050.0,Normal
2016-06-27,2016-08-09,3025.0,1272.8029628971194,3000.0,Normal
2016-07-04,2016-08-16,2730.0,1289.2400000005002,2800.0,Normal
2016-07-11,2016-08-23,2612.5,1000.3083543165618,2700.0,Normal
2016-07-18,2016-08-30,2047.7022577211162,1168.5340817420772,2164.116403647174,Normal
2016-07-25,2016-09-06,1723.4729424018374,961.7013216080052,1777.2466576494571,Normal
2016-08-01,2016-09-13,1537.7834776033565,909.4540419664379,1550.9833449467346,Normal
2016-08-08,2016-09-20,1425.0,792.1418519983341,1506.4696909772426,Normal
2016-08-15,2016-09-27,1375.0,769.6608644043697,1506.4696909772426,Normal
2016-08-22,2016-10-04,1420.950109316394,746.5409267856724,1452.7059853206647,Normal
2016-08-29,2016-10-11,1507.5051341567673,719.0962569979141,1478.0102683135349,Normal
2016-09-05,2016-10-18,1524.2660211954303,800.4481009206015,1520.7373276986132,Normal
2016-09-12,2016-10-25,1553.1517092629117,776.7894340403319,1562.9815735671655,Normal
2016-09-19,2016-11-01,1552.8408067591954,782.8885567892054,1560.0,Normal
2016-09-26,2016-11-08,1465.7157086886536,804.588372131863,1509.6000014933334,Normal
2016-10-03,2016-11-15,1350.0,845.0666666666667,1500.0,Normal
2016-10-10,2016-11-22,1245.0,771.0446003780664,1455.172415249096,Normal
2016-10-17,2016-11-29,1200.0,803.4265432652979,1129.999999984,Normal
2016-10-24,2016-12-06,1137.9227054955256,823.2225176016607,1100.0,Normal
2016-10-31,2016-12-13,1100.0,654.2148147599452,1083.3333358024688,Normal
2016-11-07,2016-12-20,1100.0,655.1777777777777,1013.4615384402368,Normal
2016-11-14,2016-12-27,1100.0,572.4858024696875,1000.0,Normal
2016-11-21,2017-01-03,1017.499999988,497.6264550271798,1000.0,Normal
2016-11-28,2017-01-10,925.0,505.68888888888887,800.0,Normal
2016-12-05,2017-01-17,825.0,440.9066666666667,800.0,Normal
2016-12-12,2017-01-24,770.0,396.1777777777778,750.0,Normal
2016-12-19,2017-01-31,730.8823529293685,356.94509803995044,700.0,Normal
2016-12-26,2017-02-07,900.0,336.72903077087125,650.0,Normal
2017-01-01,2017-02-13,1000.0,328.9467155116547,640.0,Normal
2017-01-08,2017-02-20,1000.0,525.5600000000001,600.0,Normal
2017-01-15,2017-02-27,1041.1923076877054,499.7901376569036,550.0,Normal
2017-01-22,2017-03-06,1082.7555569382716,541.3886419138546,500.0,Normal
2017-01-29,2017-03-13,1050.0,544.622222222222,500.0,Normal
2017-02-05,2017-03-20,1050.0,544.8070275955554,500.0,Normal
2017-02-12,2017-03-27,1050.0,558.8888888893056,575.0,Normal
2017-02-19,2017-04-03,1100.0,650.2436834219443,650.0,Normal
2017-02-26,2017-04-10,1100.0,643.786666666667,700.0,Normal
2017-03-05,2017-04-17,1100.0,641.2533333333337,800.0,Normal
2017-03-12,2017-04-24,1000.0,633.5466665130667,850.0,Normal
2017-03-19,2017-05-01,1200.0,599.351111111111,850.0,Normal
2017-03-26,2017-05-08,1200.0,622.0833074937465,800.0,Normal
2017-04-02,2017-05-15,1150.0,413.90024699039776,750.0,Normal
2017-04-09,2017-05-22,937.5,421.1955554826389,600.0,Normal
2017-04-16,2017-05-29,805.0,418.6088888888889,600.0,Normal
2017-04-23,2017-06-05,850.0,401.05333333333334,600.0,Normal
2017-04-30,2017-06-12,925.0,373.5110207913182,650.0,Normal
2017-05-07,2017-06-19,1100.0,340.1422222222222,700.0,Normal
2017-05-14,2017-06-26,1200.0,356.14309872700034,750.0,Normal
2017-05-21,2017-07-03,1217.5,404.41333333333336,775.0,Normal
