<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:fda7be3f896d66c7e49f14644fb35ece17503b444a6bdbdc72a8959b246160d7
size 1771
=======
DATE,VOLATILITY
2016-01-01,0.47462558347808914
2016-02-01,0.5533842576538951
2016-03-01,0.27866910308612813
2016-04-01,0.38990017585236497
2016-05-01,0.11888845584648827
2016-06-01,0.24536116547632805
2016-07-01,0.20447404670059985
2016-08-01,0.28639650173337217
2016-09-01,0.09394601108988923
2016-10-01,0.05794574949121855
2016-11-01,0.030127963467297163
2016-12-01,0.30588221753034084
2017-01-01,0.1517609462969596
2017-02-01,0.17987389429505024
2017-03-01,0.06845280073393911
2017-04-01,0.12169705701591858
2017-05-01,0.11094521022002858
2017-06-01,0.30903121840960435
2017-07-01,0.2453908197665778
2017-08-01,0.07617193744300048
2017-09-01,0.3464647061593503
2017-10-01,0.2716052094812638
2017-11-01,0.0404282285414641
2017-12-01,0.4410758176850704
2018-01-01,0.0720843075324174
2018-02-01,0.09102162846917924
2018-03-01,0.14462896326536487
2018-04-01,0.24162964702405754
2018-05-01,0.08092287051102968
2018-06-01,0.16644200574356177
2018-07-01,0.1220838768884175
2018-08-01,0.21359316600812245
2018-09-01,0.06606925541620329
2018-10-01,0.0926602930855653
2018-11-01,0.08972560292074419
2018-12-01,0.3078638634509764
2019-01-01,0.18655007022271733
2019-02-01,0.06985327766225752
2019-03-01,0.14618074736228737
2019-04-01,0.1901366423762025
2019-05-01,0.19927957153573442
2019-06-01,0.19103192712451034
2019-07-01,0.23764074840727842
2019-08-01,0.25745688383795884
2019-09-01,0.14500147623874532
2019-10-01,0.09991403719834535
2019-11-01,0.16501967153662453
2019-12-01,0.21090842183905634
2020-01-01,0.21382353389543116
2020-02-01,0.3600009524634182
2020-03-01,0.11588611558354915
2020-04-01,0.01143470892495129
2020-05-01,0.15537717744911647
2020-06-01,0.1642396060901629
2020-07-01,0.10810953820352705
2020-08-01,0.07899254136604268
2020-09-01,0.040357918765670485
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
