<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:fd38f45cafe4554258ed5c1665951356f1d3f7c03252b9653f9efc010cae8d18
size 1753
=======
DATE,VOLATILITY
2016-01-01,0.1835290836602918
2016-02-01,0.15340281673373812
2016-03-01,0.1413705933970235
2016-04-01,0.1888767472411429
2016-05-01,0.30987252213459915
2016-06-01,0.8375218750214979
2016-07-01,0.278552122522063
2016-08-01,0.24497224985427227
2016-09-01,0.1390688901586242
2016-10-01,0.28513256835475764
2016-11-01,0.5690911619969355
2016-12-01,0.16822600968585857
2017-01-01,0.15284699554010756
2017-02-01,0.211884756933289
2017-03-01,0.14694225473065434
2017-04-01,0.3136681741712704
2017-05-01,0.7650231633439125
2017-06-01,0.595187124894157
2017-07-01,0.10335503238503169
2017-08-01,0.1326722850999185
2017-09-01,0.39290764880152196
2017-10-01,0.3207235170369734
2017-11-01,0.3445760301662465
2017-12-01,0.2840608563549542
2018-01-01,0.09330697000522098
2018-02-01,0.18732693444712306
2018-03-01,0.22262269414048066
2018-04-01,0.15430074927617368
2018-05-01,0.19891368758943465
2018-06-01,0.3443418857945712
2018-07-01,0.4825004350843487
2018-08-01,0.11082152389544685
2018-09-01,0.2408832705904903
2018-10-01,0.21963087578249235
2018-11-01,0.0456488369956513
2018-12-01,0.04220271447737057
2019-01-01,0.05575501008007547
2019-02-01,0.15842989695518317
2019-03-01,0.4489716427571475
2019-04-01,0.16276109006800582
2019-05-01,0.11764092253542652
2019-06-01,0.2447253681592132
2019-07-01,0.3692100410107183
2019-08-01,0.24123683251262826
2019-09-01,0.15467588771291796
2019-10-01,0.27744874385341833
2019-11-01,1.5024292784485969
2019-12-01,0.22715379825239673
2020-01-01,0.31057607349984095
2020-02-01,0.07185188528966253
2020-03-01,0.2854369381914835
2020-04-01,0.13952943553149683
2020-05-01,0.13162712501195603
2020-06-01,0.2736887958087216
2020-07-01,0.406938284933906
2020-08-01,0.32341657004314356
2020-09-01,0.07024834101627565
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
