<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:08e6d1bb54631bcb145fa15c7325f5130d709e0d5d5cf5b0502dd7cd1c7bddd0
size 17726
=======
STARTDATA,ENDDATA,MAX_PRICE,MIN_PRICE,MAXMINRATIO
2016-01-01,2016-02-13,2700.0,600.0,4.492512479201331
2016-01-08,2016-02-20,2200.0,500.0,4.391217564870259
2016-01-15,2016-02-27,1500.0,500.0,2.9940119760479043
2016-01-22,2016-03-05,1400.0,500.0,2.7944111776447107
2016-01-29,2016-03-12,1400.0,500.0,2.7944111776447107
2016-02-01,2016-03-15,1400.0,500.0,2.7944111776447107
2016-02-08,2016-03-22,900.0,500.0,1.7964071856287425
2016-02-15,2016-03-29,800.0,500.0,1.596806387225549
2016-02-22,2016-04-05,800.0,500.0,1.596806387225549
2016-02-29,2016-04-12,800.0,500.0,1.596806387225549
2016-03-07,2016-04-19,1200.0,494.70588233659174,2.4207903169185756
2016-03-14,2016-04-26,1200.0,494.70588233659174,2.4207903169185756
2016-03-21,2016-05-03,1726.9841242406428,494.70588233659174,3.4838887045282116
2016-03-28,2016-05-10,1726.9841242406428,494.70588233659174,3.4838887045282116
2016-04-04,2016-05-17,3300.0,494.70588233659174,6.657173371526082
2016-04-11,2016-05-24,3300.0,494.70588233659174,6.657173371526082
2016-04-18,2016-05-31,3700.0,800.0,4.619225967540574
2016-04-25,2016-06-07,4600.0,800.0,5.742821473158552
2016-05-02,2016-06-14,5600.0,1200.0,4.6627810158201495
2016-05-09,2016-06-21,5700.0,1200.0,4.746044962531224
2016-05-16,2016-06-28,5700.0,2200.0,2.5897319400272605
2016-05-23,2016-07-05,5700.0,2300.0,2.4771838331160363
2016-05-30,2016-07-12,5700.0,3400.0,1.675977653631285
2016-06-06,2016-07-19,5700.0,2000.0,2.848575712143928
2016-06-13,2016-07-26,5700.0,1500.0,3.7974683544303796
2016-06-20,2016-08-02,4600.0,1200.0,3.830141548709409
2016-06-27,2016-08-09,4200.0,1000.0,4.195804195804196
