<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:9d87923f06fa1722284f07bc9d8b8ac00bc10c08d245a1ddc17a57d308a96cc0
size 41702
=======
DATE,STATENAME,MANDINAME,VOLATILITY,SAMEMONTH,LASTMONTH,LASTYEAR
2016-01-01,UTTAR PRADESH,CHHIBRAMAU(KANNUJ),0.04377207527643545,Anomaly,Normal,Normal
2016-01-01,UTTAR PRADESH,FATEHPUR,0.0437720752880968,Anomaly,Normal,Normal
2016-01-01,UTTAR PRADESH,KAYAMGANJ,0.02452353406940892,Normal,Normal,Normal
2016-01-01,UTTAR PRADESH,PRATAPGARH,0.04377207527643545,Anomaly,Normal,Normal
2016-01-01,UTTAR PRADESH,RAATH,0.04377207527643545,Anomaly,Normal,Normal
2016-01-01,UTTAR PRADESH,SAFDARGANJ,0.00902394262881848,Normal,Normal,Normal
2016-01-01,WEST BENGAL,DURGAPUR,0.03384178580548069,Normal,Normal,Normal
2016-01-01,WEST BENGAL,KASIPUR,0.03384178580548069,Normal,Normal,Normal
2016-01-01,WEST BENGAL,KATWA,0.03384178580548069,Normal,Normal,Normal
2016-02-01,UTTAR PRADESH,CHHIBRAMAU(KANNUJ),0.018457533599930628,Anomaly,Normal,Normal
2016-02-01,UTTAR PRADESH,FATEHPUR,0.018457533599930628,Anomaly,Normal,Normal
2016-02-01,UTTAR PRADESH,KAYAMGANJ,0.02995493685049625,Anomaly,Normal,Normal
2016-02-01,UTTAR PRADESH,PRATAPGARH,0.018457533599930628,Anomaly,Normal,Normal
2016-02-01,UTTAR PRADESH,RAATH,0.018457533599930628,Anomaly,Normal,Normal
2016-02-01,UTTAR PRADESH,SAFDARGANJ,0.0,Normal,Normal,Normal
2016-02-01,WEST BENGAL,DURGAPUR,0.014318331265779248,Normal,Normal,Normal
2016-02-01,WEST BENGAL,KASIPUR,0.014318331265779248,Normal,Normal,Normal
2016-02-01,WEST BENGAL,KATWA,0.014318331265779248,Normal,Normal,Normal
2016-03-01,UTTAR PRADESH,CHHIBRAMAU(KANNUJ),0.052697208678312533,Anomaly,Anomaly,Normal
2016-03-01,UTTAR PRADESH,FATEHPUR,0.052697208678312533,Anomaly,Anomaly,Normal
2016-03-01,UTTAR PRADESH,KAYAMGANJ,0.018349938386808068,Normal,Anomaly,Normal
2016-03-01,UTTAR PRADESH,PRATAPGARH,0.052697208678312533,Anomaly,Anomaly,Normal
2016-03-01,UTTAR PRADESH,RAATH,0.052697208678312533,Anomaly,Anomaly,Normal
2016-03-01,UTTAR PRADESH,SAFDARGANJ,0.00853951589391108,Normal,Normal,Normal
2016-03-01,WEST BENGAL,DURGAPUR,0.011928601204246428,Normal,Normal,Normal
2016-03-01,WEST BENGAL,KASIPUR,0.011928601204246428,Normal,Normal,Normal
2016-03-01,WEST BENGAL,KATWA,0.011928601204246428,Normal,Normal,Normal
2016-04-01,UTTAR PRADESH,CHHIBRAMAU(KANNUJ),0.0264215136768244,Anomaly,Normal,Normal
2016-04-01,UTTAR PRADESH,FATEHPUR,0.0264215136768244,Anomaly,Normal,Normal
2016-04-01,UTTAR PRADESH,KAYAMGANJ,0.03018325987369425,Anomaly,Normal,Normal
2016-04-01,UTTAR PRADESH,PRATAPGARH,0.0264215136768244,Anomaly,Normal,Normal
2016-04-01,UTTAR PRADESH,RAATH,0.0264215136768244,Anomaly,Normal,Normal
2016-04-01,UTTAR PRADESH,SAFDARGANJ,0.0,Normal,Normal,Normal
2016-04-01,WEST BENGAL,DURGAPUR,0.0,Normal,Normal,Normal
2016-04-01,WEST BENGAL,KASIPUR,0.0,Normal,Normal,Normal
2016-04-01,WEST BENGAL,KATWA,0.0,Normal,Normal,Normal
