<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:a51c50548068674dd315a179365131d56f910e34d3f9f9fcb9218ed6259ea5d9
size 3435
=======
DATE,VOLATILITY,SAMEMONTH,LASTMONTH,LASTYEAR
2016-01-01,0.1003436491076761,Normal,Normal,Normal
2016-02-01,0.1051514208365833,Normal,Normal,Normal
2016-03-01,0.0954217459750004,Normal,Normal,Normal
2016-04-01,0.0932360650098748,Normal,Normal,Normal
2016-05-01,0.1000051022975692,Normal,Normal,Normal
2016-06-01,0.0691686167230915,Normal,Normal,Normal
2016-07-01,0.0411028889289189,Normal,Normal,Normal
2016-08-01,0.052915546634404,Normal,Normal,Normal
2016-09-01,0.120539343283274,Normal,Normal,Normal
2016-10-01,0.0,Normal,Normal,Normal
2016-11-01,0.0786205996508352,Normal,Normal,Normal
2016-12-01,0.0594213940465103,Normal,Normal,Normal
2017-01-01,0.069387113367849,Normal,Normal,Normal
2017-02-01,0.0819666313243093,Normal,Normal,Normal
2017-03-01,0.0477923648666179,Normal,Normal,Normal
2017-04-01,0.0460489991364958,Normal,Normal,Normal
2017-05-01,0.0787691177982226,Normal,Normal,Normal
2017-06-01,0.1246623869795728,Anomaly,Normal,Normal
2017-07-01,0.2371501643193387,Anomaly,Anomaly,Anomaly
2017-08-01,0.062134568494921,Normal,Normal,Normal
2017-09-01,0.1099635233123782,Normal,Normal,Normal
2017-10-01,0.0796661080098082,Normal,Normal,Normal
2017-11-01,0.19422855503841,Anomaly,Normal,Anomaly
2017-12-01,0.1579097220526399,Anomaly,Anomaly,Normal
2018-01-01,0.0997185607590872,Normal,Normal,Normal
2018-02-01,0.1713494360484767,Normal,Anomaly,Anomaly
2018-03-01,0.0706068726028353,Normal,Normal,Normal
2018-04-01,0.1283847502462656,Anomaly,Normal,Anomaly
2018-05-01,0.0706111986609449,Normal,Normal,Normal
2018-06-01,0.1243051232822984,Normal,Normal,Normal
2018-07-01,0.0653151925320694,Normal,Normal,Normal
2018-08-01,0.1007613662159477,Normal,Normal,Normal
2018-09-01,0.092460456389398,Normal,Normal,Normal
2018-10-01,0.1015825488917116,Normal,Normal,Normal
2018-11-01,0.1118733224190823,Normal,Normal,Normal
2018-12-01,0.1015010383759873,Normal,Normal,Normal
2019-01-01,0.1271999003311191,Normal,Normal,Normal
2019-02-01,0.1495713514427884,Anomaly,Normal,Anomaly
2019-03-01,0.0898050652265417,Normal,Normal,Normal
2019-04-01,0.1705715863143569,Anomaly,Anomaly,Anomaly
2019-05-01,0.1128734634325488,Anomaly,Anomaly,Normal
2019-06-01,0.1006895034049756,Normal,Normal,Normal
2019-07-01,0.1626911913686863,Normal,Anomaly,Anomaly
2019-08-01,0.2445187466970725,Anomaly,Normal,Anomaly
2019-09-01,0.2108895244871248,Normal,Normal,Anomaly
2019-10-01,0.2347224256427958,Anomaly,Normal,Anomaly
2019-11-01,0.4957537323348384,Anomaly,Anomaly,Anomaly
2019-12-01,0.221295162917878,Anomaly,Normal,Normal
2020-01-01,0.1662797970080488,Normal,Normal,Anomaly
2020-02-01,0.1793262549233581,Normal,Normal,Anomaly
2020-03-01,0.1786802917322487,Anomaly,Normal,Anomaly
2020-04-01,0.2102176406866254,Normal,Anomaly,Anomaly
2020-05-01,0.1554136908915219,Normal,Normal,Anomaly
2020-06-01,0.1131953807481094,Normal,Normal,Normal
2020-07-01,0.0651532205491043,Normal,Normal,Normal
2020-08-01,0.2122613110377695,Anomaly,Anomaly,Anomaly
2020-09-01,0.1883361866468406,Normal,Anomaly,Anomaly
2020-10-01,0.3510096185362192,Anomaly,Anomaly,Anomaly
2020-11-01,0.1115852657078907,Normal,Normal,Normal
2020-12-01,0.0637930165715568,Normal,Normal,Normal
2021-01-01,0.0619336059571301,Normal,Normal,Normal
2021-02-01,0.1040437495147431,Normal,Normal,Normal
2021-03-01,0.2456790602845778,Normal,Anomaly,Anomaly
2021-04-01,0.052783777272579,Normal,Normal,Normal
2021-05-01,0.0232376882291126,Normal,Normal,Normal
2021-06-01,0.0057466724272788,Anomaly,Normal,Normal
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
