<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:5ea4f7e76587715ba536c3e85f83146be4bc7a0c94ad6e698318ffed24096b25
size 2283
=======
DATE,VOLATILITY
2016-01-01,0.04956275306023366
2016-02-01,0.10776303003155625
2016-03-01,0.056334888367801324
2016-04-01,0.029895764192738972
2016-05-01,0.12556665030318542
2016-06-01,0.09064582476113177
2016-07-01,0.06786309801575481
2016-08-01,0.030937766128735996
2016-09-01,0.016403805079787597
2016-10-01,0.040332505622360855
2016-11-01,0.06409252006381545
2016-12-01,0.06451018000812102
2017-01-01,0.01239442689639816
2017-02-01,0.07074430628196635
2017-03-01,0.05487652288941139
2017-04-01,0.0632323168050153
2017-05-01,0.04084039382119073
2017-06-01,0.03029200200449849
2017-07-01,0.10239297849774515
2017-08-01,0.18191364134204718
2017-09-01,0.11918382424713093
2017-10-01,0.12981531894875473
2017-11-01,0.09275900677939854
2017-12-01,0.03333929520308693
2018-01-01,0.052940306566381254
2018-02-01,0.0981644861226348
2018-03-01,0.1530221256407226
2018-04-01,0.06877115924934006
2018-05-01,0.10676341753480101
2018-06-01,0.14134912894862123
2018-07-01,0.0378360253719666
2018-08-01,0.0494228521843613
2018-09-01,0.06928113617915045
2018-10-01,0.12734239936520692
2018-11-01,0.17000067446946132
2018-12-01,0.06083944709331079
2019-01-01,0.1286689744854072
2019-02-01,0.04799498231199433
2019-03-01,0.03278180828668246
2019-04-01,0.06473863935974153
2019-05-01,0.018175339976283802
2019-06-01,0.05783624903150137
2019-07-01,0.08961911114533769
2019-08-01,0.19430056803159979
2019-09-01,0.16629035899711528
2019-10-01,0.0856631163909422
2019-11-01,0.09617825226226852
2019-12-01,0.12464173179810713
2020-01-01,0.1891952745004989
2020-02-01,0.17154937534368225
2020-03-01,0.056637569613129865
2020-04-01,0.22829155751167196
2020-05-01,0.06717718628050817
2020-06-01,0.14730394774565464
2020-07-01,0.031598740038496304
2020-08-01,0.10149376863737457
2020-09-01,0.2635102126295007
2020-10-01,0.18965576232076198
2020-11-01,0.05160461287559976
2020-12-01,0.13414535389574125
2021-01-01,0.06737839198416838
2021-02-01,0.08713200643994684
2021-03-01,0.2794129065503837
2021-04-01,0.042891149145502724
2021-05-01,0.053984469451602665
2021-06-01,0.16611766627226554
2021-07-01,0.053433360442852004
2021-08-01,0.046365954829754474
2021-09-01,0.02260847688100225
2021-10-01,0.10609639629631697
2021-11-01,0.03165210862020184
2021-12-01,0.08961123185794938
2022-01-01,0.002469532551527131
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
