<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:7112a3317f13f892283556631cc72cb468f6fb431c5cbdf6c2a4d853a005f595
size 3868
=======
DATE,VOLATILITY,VOLATILITY_SAMEMONTH,VOLATILITY_LASTMONTH,VOLATILITY_LASTYEAR,VOLATILITY_SUM,PRICE_SAMEMONTH,PRICE_LASTMONTH,PRICE_LASTYEAR,PRICE_SUM,SUM
2016-01-01,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2016-02-01,0.008619847912243144,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2016-03-01,0.02192992528029331,1.0,0.0,0.0,1.0,0,0,0,0,1.0
2016-04-01,0.060625417124961285,2.0,1.0,0.0,3.0,0,0,0,0,3.0
2016-05-01,0.0,2.0,1.0,0.0,3.0,0,0,0,0,3.0
2016-06-01,0.0,2.0,1.0,0.0,3.0,0,0,0,0,3.0
2016-07-01,0.0,2.0,1.0,0.0,3.0,0,0,0,0,3.0
2016-08-01,0.0,2.0,1.0,0.0,3.0,0,0,0,0,3.0
2016-09-01,0.0,2.0,1.0,0.0,3.0,0,0,0,0,3.0
2016-10-01,0.017803455078704632,2.0,1.0,0.0,3.0,0,0,0,0,3.0
2016-11-01,0.0,2.0,1.0,0.0,3.0,0,0,0,0,3.0
2016-12-01,0.02577071977058579,2.0,2.0,0.0,4.0,0,0,0,0,4.0
2017-01-01,0.04690096548485508,3.0,3.0,0.0,6.0,0,0,0,0,6.0
2017-02-01,0.027378319189594897,3.0,4.0,0.0,7.0,0,0,0,0,7.0
2017-03-01,0.03346407159381744,3.0,5.0,1.0,9.0,0,0,0,0,9.0
2017-04-01,0.027025254256465497,2.0,5.0,2.0,9.0,0,0,0,0,9.0
2017-05-01,0.013197434770337135,2.0,5.0,2.0,9.0,0,0,0,0,9.0
2017-06-01,0.01874914775142968,2.0,5.0,2.0,9.0,0,0,0,0,9.0
2017-07-01,0.012726260795517459,2.0,5.0,2.0,9.0,0,0,0,0,9.0
2017-08-01,0.01132416743694982,2.0,5.0,3.0,10.0,0,0,0,0,10.0
2017-09-01,0.0,2.0,5.0,3.0,10.0,0,0,0,0,10.0
2017-10-01,0.0,2.0,5.0,3.0,10.0,0,0,0,0,10.0
2017-11-01,0.09366895562509828,3.0,6.0,4.0,13.0,0,0,0,0,13.0
2017-12-01,0.0,3.0,5.0,4.0,12.0,0,0,0,0,12.0
2018-01-01,0.0,2.0,4.0,4.0,10.0,0,0,3,3,13.0
2018-02-01,0.057089938549999664,3.0,4.0,5.0,12.0,0,0,3,3,15.0
2018-03-01,0.008271231833599534,2.0,3.0,4.0,9.0,0,0,3,3,12.0
2018-04-01,0.0,2.0,2.0,3.0,7.0,0,0,3,3,10.0
2018-05-01,0.0,2.0,2.0,3.0,7.0,0,0,3,3,10.0
2018-06-01,0.0,2.0,2.0,3.0,7.0,0,0,0,0,7.0
2018-07-01,0.0,2.0,2.0,3.0,7.0,0,0,0,0,7.0
2018-08-01,0.0,2.0,2.0,2.0,6.0,0,0,0,0,6.0
2018-09-01,0.0,2.0,2.0,2.0,6.0,3,0,0,3,9.0
2018-10-01,0.0,2.0,2.0,2.0,6.0,7,4,0,11,17.0
2018-11-01,0.0,1.0,1.0,1.0,3.0,10,8,0,18,21.0
2018-12-01,0.0,1.0,1.0,1.0,3.0,10,12,2,24,27.0
2019-01-01,0.0,1.0,1.0,1.0,3.0,9,12,2,23,26.0
