<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:5fd44b656c22cc15674e0d22b4c79b92aed804522005978d6f88caaa74731cb0
size 4500
=======
DATE,VOLATILITY,VOLATILITY_SAMEMONTH,VOLATILITY_LASTMONTH,VOLATILITY_LASTYEAR,VOLATILITY_SUM,PRICE_SAMEMONTH,PRICE_LASTMONTH,PRICE_LASTYEAR,PRICE_SUM,SUM
2016-01-01,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2016-02-01,0.015430271653680529,1.0,0.0,0.0,1.0,0,0,0,0,1.0
2016-03-01,0.009500081040463494,2.0,0.0,0.0,2.0,0,0,0,0,2.0
2016-04-01,0.0,2.0,0.0,0.0,2.0,0,0,0,0,2.0
2016-05-01,0.0229155967830703,2.0,0.0,0.0,2.0,0,0,0,0,2.0
2016-06-01,0.03809709831111314,3.0,1.0,0.0,4.0,0,0,0,0,4.0
2016-07-01,0.0,3.0,1.0,0.0,4.0,0,0,0,0,4.0
2016-08-01,0.0,3.0,1.0,0.0,4.0,0,0,0,0,4.0
2016-09-01,0.02062784173234915,3.0,1.0,0.0,4.0,0,0,0,0,4.0
2016-10-01,0.013367334604873044,3.0,1.0,0.0,4.0,0,0,0,0,4.0
2016-11-01,0.013400077378651185,3.0,1.0,0.0,4.0,0,0,0,0,4.0
2016-12-01,0.011216125763953812,3.0,1.0,0.0,4.0,0,0,0,0,4.0
2017-01-01,0.0,3.0,1.0,0.0,4.0,0,0,0,0,4.0
2017-02-01,0.030688890786833355,3.0,2.0,1.0,6.0,0,0,0,0,6.0
2017-03-01,0.03476447301741553,3.0,3.0,2.0,8.0,0,0,0,0,8.0
2017-04-01,0.015382561046184788,3.0,3.0,3.0,9.0,0,0,0,0,9.0
2017-05-01,0.031299293082386534,3.0,4.0,3.0,10.0,0,0,0,0,10.0
2017-06-01,0.008138295146721417,2.0,3.0,3.0,8.0,0,0,0,0,8.0
2017-07-01,0.02408993881299449,2.0,3.0,3.0,8.0,0,0,4,4,12.0
2017-08-01,0.042724441773869436,2.0,3.0,4.0,9.0,0,0,9,9,18.0
2017-09-01,0.022144579168275967,3.0,3.0,4.0,10.0,0,0,13,13,23.0
2017-10-01,0.009271451714438241,3.0,3.0,4.0,10.0,0,0,16,16,26.0
2017-11-01,0.0251989296124176,3.0,3.0,4.0,10.0,0,0,14,14,24.0
2017-12-01,0.01495359340139691,3.0,3.0,5.0,11.0,0,0,13,13,24.0
2018-01-01,0.013852261898848521,4.0,3.0,5.0,12.0,0,1,11,12,24.0
2018-02-01,0.02805721071662108,3.0,3.0,5.0,11.0,0,1,6,7,18.0
2018-03-01,0.004796568885722387,2.0,2.0,4.0,8.0,0,1,5,6,14.0
2018-04-01,0.020218091969137264,2.0,3.0,4.0,9.0,0,1,3,4,13.0
2018-05-01,0.027249581510156128,3.0,3.0,4.0,10.0,0,0,0,0,10.0
