<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:a833539dd9a56efb485ca101dc3f7e1dce89285b85cd130d83df0ad81cf24c05
size 3478
=======
DATE,VOLATILITY,SAMEMONTH,LASTMONTH,LASTYEAR
2016-01-01,0.7393277015363505,Anomaly,Normal,Normal
2016-02-01,0.3280625271108446,Anomaly,Normal,Normal
2016-03-01,0.2182156362279023,Anomaly,Normal,Normal
2016-04-01,0.4368774701729022,Anomaly,Anomaly,Normal
2016-05-01,0.2465908911527007,Anomaly,Normal,Normal
2016-06-01,0.1800366516918727,Normal,Normal,Normal
2016-07-01,0.3803695157943664,Anomaly,Normal,Normal
2016-08-01,0.4764171768230035,Anomaly,Anomaly,Normal
2016-09-01,0.1583795937305651,Normal,Normal,Normal
2016-10-01,0.3685609347436125,Anomaly,Anomaly,Normal
2016-11-01,0.2649728449586022,Anomaly,Normal,Normal
2016-12-01,0.489344567037091,Anomaly,Anomaly,Normal
2017-01-01,0.4937378123105169,Normal,Anomaly,Normal
2017-02-01,0.1440101146113308,Normal,Normal,Normal
2017-03-01,0.1522677976708671,Normal,Normal,Normal
2017-04-01,0.3634992501088765,Anomaly,Anomaly,Anomaly
2017-05-01,0.3372790110232613,Anomaly,Normal,Normal
2017-06-01,0.4802083840508178,Normal,Anomaly,Anomaly
2017-07-01,0.1563799577246653,Normal,Normal,Normal
2017-08-01,0.2010536069491101,Normal,Normal,Normal
2017-09-01,0.2237949857945409,Normal,Anomaly,Normal
2017-10-01,0.2674775023885241,Normal,Normal,Anomaly
2017-11-01,0.1494607457311567,Normal,Normal,Normal
2017-12-01,0.7495691344591078,Anomaly,Anomaly,Anomaly
2018-01-01,0.3005398916018408,Anomaly,Normal,Normal
2018-02-01,0.2474503927185431,Anomaly,Normal,Normal
2018-03-01,0.4546346653511134,Anomaly,Anomaly,Anomaly
2018-04-01,0.307910064049324,Anomaly,Normal,Anomaly
2018-05-01,0.2299511331946325,Normal,Normal,Normal
2018-06-01,0.2479001778130791,Normal,Normal,Normal
2018-07-01,0.2159392524721693,Normal,Normal,Normal
2018-08-01,0.2576961241582695,Normal,Normal,Normal
2018-09-01,0.1509611734979834,Normal,Normal,Normal
2018-10-01,0.1579393504488692,Normal,Normal,Normal
2018-11-01,0.1559077167080078,Normal,Normal,Normal
2018-12-01,0.2018378059216482,Normal,Normal,Normal
2019-01-01,0.3445031156340775,Anomaly,Anomaly,Normal
2019-02-01,1.474913490402353,Anomaly,Anomaly,Anomaly
2019-03-01,0.2458503885804504,Anomaly,Normal,Normal
2019-04-01,0.3222997253885614,Anomaly,Anomaly,Anomaly
2019-05-01,0.1745461790587535,Normal,Normal,Normal
2019-06-01,0.177193191564687,Normal,Normal,Normal
2019-07-01,0.211512650630319,Normal,Normal,Normal
2019-08-01,0.3416015033411523,Anomaly,Normal,Anomaly
2019-09-01,0.4554324204740781,Anomaly,Anomaly,Anomaly
2019-10-01,0.173927538595114,Normal,Normal,Normal
2019-11-01,0.3006963166949213,Anomaly,Anomaly,Anomaly
2019-12-01,0.3098035967384032,Anomaly,Anomaly,Anomaly
2020-01-01,0.1999644242208209,Normal,Normal,Normal
2020-02-01,0.2267482127963996,Anomaly,Normal,Normal
2020-03-01,0.2172312335268588,Normal,Anomaly,Normal
2020-04-01,0.2929526779161603,Anomaly,Normal,Anomaly
2020-05-01,0.3429393672683311,Anomaly,Anomaly,Anomaly
2020-06-01,0.4602485176521346,Normal,Anomaly,Anomaly
2020-07-01,0.1823872014638608,Normal,Normal,Normal
2020-08-01,0.2674358898539835,Anomaly,Anomaly,Normal
2020-09-01,0.1481454707454537,Normal,Normal,Normal
2020-10-01,0.1799701343203649,Anomaly,Normal,Normal
2020-11-01,0.3187260420860546,Anomaly,Anomaly,Anomaly
2020-12-01,1.046334471687143,Anomaly,Anomaly,Anomaly
2021-01-01,0.169417342651644,Normal,Normal,Normal
2021-02-01,0.3002752749661307,Normal,Anomaly,Normal
2021-03-01,0.1758122524609857,Normal,Normal,Normal
2021-04-01,0.2148658124507431,Normal,Normal,Normal
2021-05-01,0.3183298343472778,Anomaly,Anomaly,Anomaly
2021-06-01,0.0233440025566273,Normal,Normal,Normal
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
